question_id,question_type,policy,budget_bytes,k,gold_retained,hit_at_k,hit_at_k_given_retained,used_bytes_end,n_items_retained,ingested,evictions,retrieved_session_ids,gold_session_ids
3f1e9474,single-session-user,lfu,98304,5,0.0,0.0,0.0,97654,10,52,42,"[""205f348b_2"", ""cdf068b1_1"", ""954d4451_2"", ""acda6a4e_6"", ""sharegpt_wWUI4SO_7""]","[""answer_57fc1954""]"
86b68151,single-session-user,lfu,98304,5,0.0,0.0,0.0,93265,8,47,39,"[""5ace87df_1"", ""ultrachat_121159"", ""3d72c0c0"", ""sharegpt_rnL5VQO_0"", ""b3de3ef1""]","[""answer_dc11c1eb""]"
577d4d32,single-session-user,lfu,98304,5,1.0,1.0,1.0,78959,6,46,40,"[""answer_0dd4d99a"", ""ultrachat_125084"", ""92a6a6f7_2"", ""3dda0fb5_3"", ""b960cbd3""]","[""answer_0dd4d99a""]"
ec81a493,single-session-user,lfu,98304,5,0.0,0.0,0.0,85931,7,51,44,"[""90fea364_3"", ""0ba46bdc_3"", ""d22a462a_2"", ""9e956e2c"", ""4253b18c_1""]","[""answer_ed1982fc""]"
15745da0,single-session-user,lfu,98304,5,0.0,0.0,0.0,93896,8,47,39,"[""a4f22269"", ""sharegpt_jnrxuVu_0"", ""1c662b7b_1"", ""sharegpt_IzpzBot_0"", ""sharegpt_f28uI6i_0""]","[""answer_586de428""]"
e01b8e2f,single-session-user,lfu,98304,5,0.0,0.0,0.0,93706,8,53,45,"[""97338ddd_1"", ""963e896f_2"", ""b2543a58_3"", ""3392c0c7"", ""3e43bf49_1""]","[""answer_5ca6cd28""]"
bc8a6e93,single-session-user,lfu,98304,5,0.0,0.0,0.0,93068,8,48,40,"[""a1b3dd27_1"", ""05594106_1"", ""sharegpt_Jv9Cdtr_0"", ""ultrachat_378089"", ""ultrachat_453950""]","[""answer_e6143162""]"
ccb36322,single-session-user,lfu,98304,5,0.0,0.0,0.0,81603,8,46,38,"[""ultrachat_395168"", ""aba72bdf"", ""56555c52_2"", ""ultrachat_359244"", ""ultrachat_367985""]","[""answer_f1fbb330""]"
001be529,single-session-user,lfu,98304,5,1.0,1.0,1.0,92289,9,51,42,"[""answer_530960c1"", ""84648e61_2"", ""ultrachat_278930"", ""c2ab12bc_1"", ""sharegpt_MtrF4Lm_0""]","[""answer_530960c1""]"
b320f3f8,single-session-user,lfu,98304,5,1.0,1.0,1.0,95538,9,46,37,"[""answer_5cc9b056"", ""aae4411b_2"", ""e28f75f4"", ""ultrachat_29288"", ""ultrachat_5758""]","[""answer_5cc9b056""]"
19b5f2b3,single-session-user,lfu,98304,5,1.0,1.0,1.0,97936,7,43,36,"[""ultrachat_138083"", ""b951f8c6_2"", ""fbe6fa2c_1"", ""answer_5ff494b9"", ""b65f51fb_5""]","[""answer_5ff494b9""]"
4fd1909e,single-session-user,lfu,98304,5,0.0,0.0,0.0,87914,9,55,46,"[""502b6b52_2"", ""ultrachat_186237"", ""dedfc119_1"", ""65bc93cf_7"", ""sharegpt_j7ovzdY_0""]","[""answer_2952aee4""]"
545bd2b5,single-session-user,lfu,98304,5,0.0,0.0,0.0,86945,9,44,35,"[""a79f1a04_1"", ""fd18c316"", ""bc5a8417"", ""sharegpt_MYN3Ghe_0"", ""3478979b""]","[""answer_47ffab4c""]"
8a137a7f,single-session-user,lfu,98304,5,0.0,0.0,0.0,85377,7,51,44,"[""683fdb17"", ""ac583170_2"", ""e05e4612"", ""sharegpt_StUzdLK_117"", ""7738b24b""]","[""answer_15d63a22""]"
76d63226,single-session-user,lfu,98304,5,0.0,0.0,0.0,89940,12,48,36,"[""cb289226_1"", ""sharegpt_79vV0aT_377"", ""50136b31"", ""aeb58d86_4"", ""ultrachat_66203""]","[""answer_bbdc7b0a""]"
86f00804,single-session-user,lfu,98304,5,0.0,0.0,0.0,90218,8,43,35,"[""6e672b84_3"", ""sharegpt_K3jwzdd_0"", ""sharegpt_PQ71V9I_7"", ""sharegpt_E0YL5SX_39"", ""d0091194""]","[""answer_96b8c9ee""]"
8e9d538c,single-session-user,lfu,98304,5,0.0,0.0,0.0,91233,11,48,37,"[""ultrachat_549592"", ""sharegpt_tb5H6IH_3"", ""1afd59b4"", ""ultrachat_26072"", ""ultrachat_419107""]","[""answer_7bdcbd23""]"
311778f1,single-session-user,lfu,98304,5,0.0,0.0,0.0,89094,9,52,43,"[""d09360d3_1"", ""95cec590_1"", ""27fb983c_2"", ""ultrachat_256989"", ""63daca23""]","[""answer_e40b054e""]"
c19f7a0b,single-session-user,lfu,98304,5,0.0,0.0,0.0,87480,8,46,38,"[""c9292210_2"", ""a35679d5_3"", ""195c8fe6_3"", ""1e739aef"", ""ultrachat_80803""]","[""answer_f442ccbe""]"
4100d0a0,single-session-user,lfu,98304,5,1.0,1.0,1.0,90475,8,50,42,"[""answer_83c13ff9"", ""e2691068"", ""7fc9c056"", ""22a97fec"", ""ultrachat_130655""]","[""answer_83c13ff9""]"
29f2956b,single-session-user,lfu,98304,5,0.0,0.0,0.0,83525,10,47,37,"[""6d6ffac5"", ""f651c759"", ""eb0d8dc1_5"", ""ultrachat_116760"", ""sharegpt_NpYTWNT_0""]","[""answer_7cc5362f""]"
1faac195,single-session-user,lfu,98304,5,0.0,0.0,0.0,91794,8,45,37,"[""d2905eb6_2"", ""8064b6ca"", ""06fe8cfb_2"", ""75f97838_1"", ""sharegpt_9UDeCis_0""]","[""answer_d01949bf""]"
faba32e5,single-session-user,lfu,98304,5,0.0,0.0,0.0,93831,8,46,38,"[""f0ecaea5_2"", ""770d11f5"", ""ultrachat_73163"", ""sharegpt_gmOSkOC_0"", ""b94200c5_2""]","[""answer_39b12014""]"
f4f1d8a4,single-session-user,lfu,98304,5,1.0,1.0,1.0,88599,12,52,40,"[""answer_f5b33470"", ""3aac691d_2"", ""b36d12d3"", ""sharegpt_b9zLyT6_0"", ""ultrachat_39278""]","[""answer_f5b33470""]"
c14c00dd,single-session-user,lfu,98304,5,0.0,0.0,0.0,97947,8,51,43,"[""e7cc239c_4"", ""ultrachat_92362"", ""ultrachat_132592"", ""097cefd0_2"", ""e2cb1647""]","[""answer_304511ce""]"
36580ce8,single-session-user,lfu,98304,5,1.0,1.0,1.0,94655,11,55,44,"[""answer_93e1bd22"", ""ultrachat_270984"", ""sharegpt_cUXo8S0_0"", ""sharegpt_WmCiERa_25"", ""ultrachat_28133""]","[""answer_93e1bd22""]"
3d86fd0a,single-session-user,lfu,98304,5,0.0,0.0,0.0,93724,12,55,43,"[""06d1a1a0"", ""5a13d047_1"", ""sharegpt_ljriyZ5_34"", ""8c9bc932_1"", ""sharegpt_4L5LmyO_3""]","[""answer_19c24c11""]"
a82c026e,single-session-user,lfu,98304,5,0.0,0.0,0.0,93278,10,47,37,"[""sharegpt_5PY5H7c_0"", ""ultrachat_549633"", ""752392bb_3"", ""d49c8d20_2"", ""4774287c_2""]","[""answer_787e6a6d""]"
0862e8bf_abs,single-session-user,lfu,98304,5,0.0,0.0,0.0,92450,11,52,41,"[""12cd736c"", ""sharegpt_8T6d65A_83"", ""15c03056_2"", ""sharegpt_FN5cRaf_0"", ""539778d4_2""]","[""answer_c6fd8ebd_abs""]"
15745da0_abs,single-session-user,lfu,98304,5,0.0,0.0,0.0,95240,9,50,41,"[""375e27b9_2"", ""sharegpt_uGnQJQx_0"", ""7e043b5d"", ""5e0e1fd8_3"", ""sharegpt_uWIv8BW_0""]","[""answer_586de428_abs""]"
bc8a6e93_abs,single-session-user,lfu,98304,5,0.0,0.0,0.0,98195,9,47,38,"[""86fa0672_1"", ""f11b88d8_2"", ""12418807"", ""59c5f97e"", ""ultrachat_149374""]","[""answer_e6143162_abs""]"
19b5f2b3_abs,single-session-user,lfu,98304,5,0.0,0.0,0.0,89289,9,50,41,"[""sharegpt_HoG6PBc_0"", ""f5cf8815_3"", ""9f8fa5e4_2"", ""sharegpt_bvLUGdm_0"", ""45c29267""]","[""answer_5ff494b9_abs""]"
29f2956b_abs,single-session-user,lfu,98304,5,0.0,0.0,0.0,92548,9,50,41,"[""ultrachat_414997"", ""a1c0eec0_1"", ""sharegpt_9BZPiIA_0"", ""77908e43_2"", ""ee75cdb9_6""]","[""answer_7cc5362f_abs""]"
f4f1d8a4_abs,single-session-user,lfu,98304,5,0.0,0.0,0.0,87572,8,50,42,"[""31299b8e_2"", ""f252001e"", ""067bbe0b"", ""9b4f5c73"", ""099c1b6c_2""]","[""answer_f5b33470_abs""]"
0a995998,multi-session,lfu,98304,5,0.0,0.0,0.0,92556,9,44,35,"[""fa46a10e"", ""sharegpt_igR6Bmm_0"", ""45823393_2"", ""ultrachat_335729"", ""sharegpt_72qIaGg_12""]","[""answer_afa9873b_2"", ""answer_afa9873b_3"", ""answer_afa9873b_1""]"
6d550036,multi-session,lfu,98304,5,0.0,0.0,0.0,91376,7,47,40,"[""eb682e52_2"", ""878271ae_2"", ""9764990c_4"", ""sharegpt_oXgiN7q_53"", ""a51d15cd_3""]","[""answer_ec904b3c_1"", ""answer_ec904b3c_4"", ""answer_ec904b3c_3"", ""answer_ec904b3c_2""]"
gpt4_59c863d7,multi-session,lfu,98304,5,1.0,1.0,1.0,80114,9,47,38,"[""answer_593bdffd_3"", ""ultrachat_325246"", ""sharegpt_MNdE67E_17"", ""ultrachat_375508"", ""answer_593bdffd_2""]","[""answer_593bdffd_4"", ""answer_593bdffd_1"", ""answer_593bdffd_3"", ""answer_593bdffd_2""]"
b5ef892d,multi-session,lfu,98304,5,1.0,1.0,1.0,93720,9,52,43,"[""ultrachat_565056"", ""answer_a8b4290f_2"", ""ultrachat_212029"", ""7294438c"", ""12cff183_1""]","[""answer_a8b4290f_3"", ""answer_a8b4290f_1"", ""answer_a8b4290f_2""]"
e831120c,multi-session,lfu,98304,5,0.0,0.0,0.0,92317,9,47,38,"[""f192beb0_2"", ""773aebbd_4"", ""e9e19917_2"", ""sharegpt_CK9naiz_63"", ""9274be90_2""]","[""answer_86c505e7_1"", ""answer_86c505e7_2""]"
3a704032,multi-session,lfu,98304,5,0.0,0.0,0.0,81493,7,48,41,"[""014a5d36"", ""86e830d2_3"", ""ultrachat_501733"", ""aa41ac47"", ""be24e3db_2""]","[""answer_c2204106_2"", ""answer_c2204106_3"", ""answer_c2204106_1""]"
gpt4_d84a3211,multi-session,lfu,98304,5,1.0,1.0,1.0,98180,10,48,38,"[""answer_2880eb6c_3"", ""4889cd54_1"", ""6acb2499"", ""51ec01a4"", ""13c55c69_1""]","[""answer_2880eb6c_2"", ""answer_2880eb6c_4"", ""answer_2880eb6c_1"", ""answer_2880eb6c_3""]"
aae3761f,multi-session,lfu,98304,5,0.0,0.0,0.0,82913,10,47,37,"[""f2ce866d_3"", ""sharegpt_8I9vH7n_7"", ""ultrachat_266173"", ""41e778e4_1"", ""6c68d9b4_1""]","[""answer_526354c8_1"", ""answer_526354c8_3"", ""answer_526354c8_2""]"
gpt4_f2262a51,multi-session,lfu,98304,5,0.0,0.0,0.0,90979,9,45,36,"[""2aeb1268"", ""ultrachat_421897"", ""sharegpt_eoEbthf_0"", ""ultrachat_139167"", ""sharegpt_ab6IEma_0""]","[""answer_55a6940c_3"", ""answer_55a6940c_1"", ""answer_55a6940c_2""]"
dd2973ad,multi-session,lfu,98304,5,1.0,1.0,1.0,93318,10,49,39,"[""answer_f9de4602_1"", ""f2ce92b2_2"", ""e720dbe2"", ""ultrachat_23269"", ""266ba230""]","[""answer_f9de4602_2"", ""answer_f9de4602_1""]"
c4a1ceb8,multi-session,lfu,98304,5,1.0,1.0,1.0,98187,8,49,41,"[""answer_56d02cab_1"", ""ba9f938b_2"", ""cef33b28_1"", ""6d6ffac5"", ""1dc2b670_2""]","[""answer_56d02cab_3"", ""answer_56d02cab_4"", ""answer_56d02cab_2"", ""answer_56d02cab_1""]"
gpt4_a56e767c,multi-session,lfu,98304,5,0.0,0.0,0.0,89472,9,48,39,"[""ultrachat_2223"", ""ultrachat_299782"", ""d175e4c6"", ""32da578d_2"", ""ultrachat_257906""]","[""answer_cf9e3940_2"", ""answer_cf9e3940_1"", ""answer_cf9e3940_3""]"
6cb6f249,multi-session,lfu,98304,5,0.0,0.0,0.0,94930,8,41,33,"[""9b6db1a9_2"", ""ultrachat_374192"", ""sharegpt_O97C4Pd_11"", ""e964ad75"", ""79bb1298_2""]","[""answer_a4204937_2"", ""answer_a4204937_1""]"
46a3abf7,multi-session,lfu,98304,5,0.0,0.0,0.0,93009,7,50,43,"[""28eb86ab"", ""ultrachat_234796"", ""f0aefff8"", ""4fe91719_2"", ""c37d1365_1""]","[""answer_c65042d7_3"", ""answer_c65042d7_2"", ""answer_c65042d7_1""]"
36b9f61e,multi-session,lfu,98304,5,0.0,0.0,0.0,85228,7,47,40,"[""e05baf83_2"", ""d6f5639a_1"", ""e419b7c3_3"", ""5ace87df_2"", ""ultrachat_331032""]","[""answer_ef74281f_2"", ""answer_ef74281f_1"", ""answer_ef74281f_3""]"
28dc39ac,multi-session,lfu,98304,5,0.0,0.0,0.0,95002,7,38,31,"[""6ccadc2b"", ""2aa01951_2"", ""bfa499f7"", ""7b40cc76"", ""643434fd_3""]","[""answer_8d015d9d_3"", ""answer_8d015d9d_5"", ""answer_8d015d9d_2"", ""answer_8d015d9d_4"", ""answer_8d015d9d_1""]"
gpt4_2f8be40d,multi-session,lfu,98304,5,1.0,1.0,1.0,92968,8,46,38,"[""answer_e7b0637e_3"", ""sharegpt_L64rHOA_0"", ""a1f67b3b"", ""ultrachat_165123"", ""691919e5_4""]","[""answer_e7b0637e_2"", ""answer_e7b0637e_1"", ""answer_e7b0637e_3""]"
2e6d26dc,multi-session,lfu,98304,5,0.0,0.0,0.0,89952,9,54,45,"[""sharegpt_vXNQZ2I_0"", ""ultrachat_549356"", ""sharegpt_Wt2YDZs_35"", ""ultrachat_435802"", ""ultrachat_7697""]","[""answer_fa526fc0_4"", ""answer_fa526fc0_3"", ""answer_fa526fc0_1"", ""answer_fa526fc0_2""]"
gpt4_15e38248,multi-session,lfu,98304,5,1.0,1.0,1.0,96865,9,46,37,"[""answer_8858d9dc_2"", ""ec616e7e_5"", ""c9763bff"", ""13947b64_2"", ""18807892_1""]","[""answer_8858d9dc_3"", ""answer_8858d9dc_1"", ""answer_8858d9dc_4"", ""answer_8858d9dc_2""]"
88432d0a,multi-session,lfu,98304,5,1.0,1.0,1.0,88927,8,45,37,"[""1c8832b4_2"", ""answer_733e443a_2"", ""bb2180e9_1"", ""5392fe9f"", ""4b9ed528_1""]","[""answer_733e443a_3"", ""answer_733e443a_4"", ""answer_733e443a_2"", ""answer_733e443a_1""]"
80ec1f4f,multi-session,lfu,98304,5,0.0,0.0,0.0,86778,7,46,39,"[""f6ce25ef"", ""78c80155_2"", ""b6018747_3"", ""ultrachat_497987"", ""sharegpt_kuKUlbo_0""]","[""answer_990c8992_2"", ""answer_990c8992_1"", ""answer_990c8992_3""]"
d23cf73b,multi-session,lfu,98304,5,1.0,1.0,1.0,96926,9,51,41,"[""answer_5a0d28f8_1"", ""answer_5a0d28f8_3"", ""be0962fb_1"", ""ea909af1"", ""9e21d6ab_2""]","[""answer_5a0d28f8_4"", ""answer_5a0d28f8_2"", ""answer_5a0d28f8_3"", ""answer_5a0d28f8_1""]"
gpt4_7fce9456,multi-session,lfu,98304,5,1.0,1.0,1.0,92457,8,44,36,"[""answer_a679a86a_1"", ""1da409cd_1"", ""e7497c07_1"", ""67154fb2_1"", ""76707a65_1""]","[""answer_a679a86a_5"", ""answer_a679a86a_4"", ""answer_a679a86a_2"", ""answer_a679a86a_3"", ""answer_a679a86a_1""]"
d682f1a2,multi-session,lfu,98304,5,1.0,1.0,1.0,87512,8,47,39,"[""answer_c008e5df_3"", ""d7f9742a_2"", ""6e2cca63_8"", ""ultrachat_282701"", ""d471d03e_1""]","[""answer_c008e5df_1"", ""answer_c008e5df_2"", ""answer_c008e5df_3""]"
7024f17c,multi-session,lfu,98304,5,0.0,0.0,0.0,87521,7,47,40,"[""3c12ff0c"", ""ultrachat_156121"", ""79326902_2"", ""ultrachat_115552"", ""b5ef63be_2""]","[""answer_a21f3697_1"", ""answer_a21f3697_2"", ""answer_a21f3697_3""]"
gpt4_5501fe77,multi-session,lfu,98304,5,1.0,1.0,1.0,87936,7,45,38,"[""answer_203bf3fa_3"", ""7a2c618c_1"", ""answer_203bf3fa_2"", ""656ed034"", ""ultrachat_117579""]","[""answer_203bf3fa_1"", ""answer_203bf3fa_3"", ""answer_203bf3fa_2""]"
gpt4_2ba83207,multi-session,lfu,98304,5,1.0,1.0,1.0,94405,10,53,43,"[""answer_6a3b5c13_4"", ""answer_6a3b5c13_2"", ""ultrachat_385963"", ""58d66fec"", ""e40c7fd3_3""]","[""answer_6a3b5c13_3"", ""answer_6a3b5c13_1"", ""answer_6a3b5c13_2"", ""answer_6a3b5c13_4""]"
2318644b,multi-session,lfu,98304,5,0.0,0.0,0.0,82453,7,41,34,"[""69306993_2"", ""920f808b"", ""fcae5c39_2"", ""sharegpt_11WxPMZ_0"", ""ultrachat_66041""]","[""answer_eaa8e3ef_1"", ""answer_eaa8e3ef_2""]"
2ce6a0f2,multi-session,lfu,98304,5,1.0,0.0,0.0,91257,7,47,40,"[""ultrachat_192754"", ""9a297400_2"", ""ultrachat_506245"", ""575bdd6b"", ""c6eb39fd""]","[""answer_901a6763_2"", ""answer_901a6763_4"", ""answer_901a6763_1"", ""answer_901a6763_3""]"
gpt4_d12ceb0e,multi-session,lfu,98304,5,0.0,0.0,0.0,84922,9,45,36,"[""2f23dd1a"", ""a1166ecc_3"", ""85a1c17b_1"", ""ultrachat_135062"", ""5e65ba09""]","[""answer_2504635e_3"", ""answer_2504635e_2"", ""answer_2504635e_1""]"
00ca467f,multi-session,lfu,98304,5,1.0,1.0,1.0,92831,7,47,40,"[""answer_39900a0a_1"", ""4a5ee697_1"", ""4bd257c0"", ""36828c66_1"", ""7d1de770_2""]","[""answer_39900a0a_3"", ""answer_39900a0a_2"", ""answer_39900a0a_1""]"
b3c15d39,multi-session,lfu,98304,5,0.0,0.0,0.0,95078,8,51,43,"[""3a888fd6"", ""78c9a68b_1"", ""a16a4158"", ""bd00a24d_2"", ""8d25b813_1""]","[""answer_05d808e6_1"", ""answer_05d808e6_2""]"
gpt4_31ff4165,multi-session,lfu,98304,5,1.0,1.0,1.0,89709,7,42,35,"[""5cc9e1ed_3"", ""answer_02b63d04_4"", ""6aa87dc3"", ""fd29aa98_1"", ""63f8f5a8""]","[""answer_02b63d04_1"", ""answer_02b63d04_5"", ""answer_02b63d04_2"", ""answer_02b63d04_3"", ""answer_02b63d04_4""]"
eeda8a6d,multi-session,lfu,98304,5,0.0,0.0,0.0,89548,11,49,38,"[""45fa8f75"", ""ea67b29e_1"", ""be6eb800"", ""sharegpt_kRkQrRx_0"", ""ultrachat_59413""]","[""answer_3e5fea0e_1"", ""answer_3e5fea0e_2""]"
