question_id,question_type,policy,budget_bytes,k,gold_retained,hit_at_k,hit_at_k_given_retained,used_bytes_end,n_items_retained,ingested,evictions,retrieved_session_ids,gold_session_ids
c960da58,single-session-user,lru,524288,5,1.0,1.0,1.0,489486,46,46,0,"[""answer_e05e4612"", ""793ff37a"", ""ultrachat_109577"", ""5edfe253_2"", ""sharegpt_e328KPR_0""]","[""answer_e05e4612""]"
3b6f954b,single-session-user,lru,524288,5,1.0,1.0,1.0,486173,50,50,0,"[""answer_94030872"", ""c566edbb_3"", ""90b1c6d4_2"", ""e27891d3_2"", ""c271c071""]","[""answer_94030872""]"
726462e0,single-session-user,lru,524288,5,1.0,1.0,1.0,488323,48,48,0,"[""answer_f38f679b"", ""082889ba_1"", ""5b83c26e_1"", ""6ef99651_2"", ""741c6781_1""]","[""answer_f38f679b""]"
94f70d80,single-session-user,lru,524288,5,1.0,1.0,1.0,493740,49,49,0,"[""answer_c63c0458"", ""67045503"", ""sharegpt_6fTnCnw_76"", ""58de8f9b"", ""sharegpt_PCqCVmR_18""]","[""answer_c63c0458""]"
66f24dbb,single-session-user,lru,524288,5,1.0,1.0,1.0,488213,50,50,0,"[""answer_fea2e4d3"", ""89452526_2"", ""ultrachat_59420"", ""798e4ba3_2"", ""9ca3534f_2""]","[""answer_fea2e4d3""]"
ad7109d1,single-session-user,lru,524288,5,1.0,1.0,1.0,487498,44,44,0,"[""answer_679840f8"", ""ultrachat_74974"", ""22aa7cca_3"", ""d92cc997"", ""06121f7f_1""]","[""answer_679840f8""]"
af8d2e46,single-session-user,lru,524288,5,1.0,1.0,1.0,483952,50,50,0,"[""answer_82a04f59"", ""73d5f10c"", ""db6ddaba"", ""32a67b35"", ""38e4b795_2""]","[""answer_82a04f59""]"
dccbc061,single-session-user,lru,524288,5,1.0,1.0,1.0,483331,49,49,0,"[""answer_8f276838"", ""0f417163"", ""959e6cb0_3"", ""8d74c5f6"", ""4af27eab_2""]","[""answer_8f276838""]"
c8c3f81d,single-session-user,lru,524288,5,1.0,1.0,1.0,499610,52,52,0,"[""answer_761acef8"", ""19ec83c5_1"", ""eb5d5a93_1"", ""2b16f3d6_1"", ""sharegpt_pRqHb1o_0""]","[""answer_761acef8""]"
8ebdbe50,single-session-user,lru,524288,5,1.0,1.0,1.0,495374,48,48,0,"[""answer_8ad8a34f"", ""b53f447a_1"", ""27d378b2_3"", ""90a5e1f3_1"", ""03b4d5d8_2""]","[""answer_8ad8a34f""]"
6b168ec8,single-session-user,lru,524288,5,1.0,0.0,0.0,504829,50,50,0,"[""49b78a55_2"", ""ultrachat_499691"", ""33dff20c_3"", ""ultrachat_360618"", ""9272a6a2_1""]","[""answer_e623ae87""]"
75499fd8,single-session-user,lru,524288,5,1.0,1.0,1.0,495655,52,52,0,"[""answer_723bf11f"", ""990b60df_1"", ""sharegpt_7jNclxT_13"", ""7d054e90_2"", ""sharegpt_yPCVYhX_0""]","[""answer_723bf11f""]"
21436231,single-session-user,lru,524288,5,1.0,1.0,1.0,485256,50,50,0,"[""answer_1e6d4567"", ""0d0a89dc_1"", ""dc378711_1"", ""7a7a4bf0_4"", ""d0785ee9_1""]","[""answer_1e6d4567""]"
95bcc1c8,single-session-user,lru,524288,5,1.0,1.0,1.0,499305,46,46,0,"[""answer_cb742a61"", ""c9763bff"", ""396238f9"", ""1c1f5ccc_2"", ""3919227f""]","[""answer_cb742a61""]"
0862e8bf,single-session-user,lru,524288,5,1.0,1.0,1.0,480252,50,50,0,"[""answer_c6fd8ebd"", ""2442d5b9"", ""6c172949_1"", ""10541a2c_1"", ""sharegpt_WhKs0Le_0""]","[""answer_c6fd8ebd""]"
853b0a1d,single-session-user,lru,524288,5,1.0,1.0,1.0,494861,52,52,0,"[""answer_69811d4a"", ""sharegpt_n3MgsgL_0"", ""f71bf532_1"", ""ebb5bc7c_2"", ""3fa35683_3""]","[""answer_69811d4a""]"
a06e4cfe,single-session-user,lru,524288,5,1.0,1.0,1.0,505203,53,53,0,"[""answer_6fe9fb49"", ""9de2c795"", ""fc004ede_1"", ""ultrachat_442201"", ""af257b0b_2""]","[""answer_6fe9fb49""]"
37d43f65,single-session-user,lru,524288,5,1.0,1.0,1.0,489025,49,49,0,"[""answer_55161935"", ""ultrachat_525148"", ""3dcf1e0b_2"", ""63587769"", ""1cafd864_3""]","[""answer_55161935""]"
b86304ba,single-session-user,lru,524288,5,1.0,1.0,1.0,466539,41,41,0,"[""sharegpt_xGoJZ6Z_0"", ""ea8bb4f8_2"", ""answer_645b0329"", ""65f3c006_1"", ""3b73120a_1""]","[""answer_645b0329""]"
d52b4f67,single-session-user,lru,524288,5,1.0,1.0,1.0,498199,52,52,0,"[""answer_0df6aa4b"", ""d31c3ec8_3"", ""18a06652_6"", ""62a6d083"", ""c578da1f_1""]","[""answer_0df6aa4b""]"
25e5aa4f,single-session-user,lru,524288,5,1.0,1.0,1.0,496283,45,45,0,"[""48f804a3"", ""answer_986de8c3"", ""18807892_4"", ""087d2b0a_2"", ""sharegpt_8cFNcVG_0""]","[""answer_986de8c3""]"
caf9ead2,single-session-user,lru,524288,5,1.0,1.0,1.0,502329,43,43,0,"[""answer_0714183a"", ""sharegpt_3D3oQC0_213"", ""48a72204_1"", ""f684ac4c_2"", ""44713827_2""]","[""answer_0714183a""]"
8550ddae,single-session-user,lru,524288,5,1.0,1.0,1.0,493364,42,42,0,"[""answer_c8354ae9"", ""a7189b75"", ""4f234e2c"", ""8ec23b2c"", ""71cf5aeb_3""]","[""answer_c8354ae9""]"
60d45044,single-session-user,lru,524288,5,1.0,1.0,1.0,492167,51,51,0,"[""answer_9cddca88"", ""fcc6d66d_1"", ""af4d4ecd_2"", ""fec059c5"", ""9b1d5656_2""]","[""answer_9cddca88""]"
3f1e9474,single-session-user,lru,524288,5,1.0,1.0,1.0,504468,52,52,0,"[""3aac691d_2"", ""answer_57fc1954"", ""205f348b_2"", ""cdf068b1_1"", ""4f23a396_1""]","[""answer_57fc1954""]"
86b68151,single-session-user,lru,524288,5,1.0,1.0,1.0,499653,47,47,0,"[""5ace87df_1"", ""answer_dc11c1eb"", ""d8454317_4"", ""ultrachat_121159"", ""3d72c0c0""]","[""answer_dc11c1eb""]"
577d4d32,single-session-user,lru,524288,5,1.0,1.0,1.0,506009,46,46,0,"[""answer_0dd4d99a"", ""6e2cca63_2"", ""88925167_1"", ""ultrachat_342034"", ""ultrachat_125084""]","[""answer_0dd4d99a""]"
ec81a493,single-session-user,lru,524288,5,1.0,1.0,1.0,518671,51,51,0,"[""answer_ed1982fc"", ""ultrachat_27488"", ""d2fc150a_1"", ""ab4643a2_4"", ""ultrachat_413665""]","[""answer_ed1982fc""]"
15745da0,single-session-user,lru,524288,5,1.0,1.0,1.0,493532,47,47,0,"[""07d33eaa"", ""answer_586de428"", ""64a97d9b"", ""a4f22269"", ""sharegpt_jnrxuVu_0""]","[""answer_586de428""]"
e01b8e2f,single-session-user,lru,524288,5,1.0,0.0,0.0,491552,53,53,0,"[""sharegpt_jyMHY1J_31"", ""97338ddd_1"", ""8be2c3f1"", ""e74be4c6_4"", ""963e896f_2""]","[""answer_5ca6cd28""]"
bc8a6e93,single-session-user,lru,524288,5,1.0,1.0,1.0,494058,48,48,0,"[""answer_e6143162"", ""8c1da8f9_1"", ""f62bfe2b_1"", ""a1b3dd27_1"", ""b869d7ed_2""]","[""answer_e6143162""]"
ccb36322,single-session-user,lru,524288,5,1.0,0.0,0.0,491371,46,46,0,"[""bdcee74e_3"", ""6d52ee93_1"", ""46d9d476"", ""c38b33ae"", ""162ff451""]","[""answer_f1fbb330""]"
001be529,single-session-user,lru,524288,5,1.0,1.0,1.0,485209,50,51,0,"[""answer_530960c1"", ""9becef17_3"", ""ultrachat_470904"", ""0f71db75_1"", ""c8854b28""]","[""answer_530960c1""]"
b320f3f8,single-session-user,lru,524288,5,1.0,1.0,1.0,482358,46,46,0,"[""answer_5cc9b056"", ""aae4411b_2"", ""240d7361_1"", ""f2797fac"", ""b89f68c4_4""]","[""answer_5cc9b056""]"
19b5f2b3,single-session-user,lru,524288,5,1.0,1.0,1.0,488984,43,43,0,"[""ultrachat_138083"", ""b951f8c6_2"", ""fbe6fa2c_1"", ""answer_5ff494b9"", ""ultrachat_268389""]","[""answer_5ff494b9""]"
4fd1909e,single-session-user,lru,524288,5,1.0,1.0,1.0,496521,55,55,0,"[""answer_2952aee4"", ""94c582bb_2"", ""502b6b52_2"", ""2479cbae"", ""sharegpt_hO4FoVt_0""]","[""answer_2952aee4""]"
545bd2b5,single-session-user,lru,524288,5,1.0,1.0,1.0,483840,44,44,0,"[""answer_47ffab4c"", ""b7f69a7d_1"", ""a79f1a04_1"", ""5fb3b5ac"", ""6e672b84_2""]","[""answer_47ffab4c""]"
8a137a7f,single-session-user,lru,524288,5,1.0,1.0,1.0,485192,51,51,0,"[""answer_15d63a22"", ""77908e43_1"", ""683fdb17"", ""ac583170_2"", ""e3e66b50""]","[""answer_15d63a22""]"
76d63226,single-session-user,lru,524288,5,1.0,1.0,1.0,490642,48,48,0,"[""answer_bbdc7b0a"", ""cb289226_1"", ""a8b4bfb3_2"", ""6a2f9452_2"", ""b0729ec8_1""]","[""answer_bbdc7b0a""]"
86f00804,single-session-user,lru,524288,5,1.0,1.0,1.0,480712,43,43,0,"[""answer_96b8c9ee"", ""6e672b84_3"", ""0424a40a_2"", ""sharegpt_ErOTMZ3_277"", ""137d8c6a_2""]","[""answer_96b8c9ee""]"
8e9d538c,single-session-user,lru,524288,5,1.0,1.0,1.0,480111,48,48,0,"[""answer_7bdcbd23"", ""ultrachat_549592"", ""3cdad629_1"", ""a200b713_4"", ""sharegpt_tb5H6IH_3""]","[""answer_7bdcbd23""]"
311778f1,single-session-user,lru,524288,5,1.0,1.0,1.0,515365,52,52,0,"[""answer_e40b054e"", ""5db56d24_2"", ""8e6e058b_3"", ""sharegpt_vXNQZ2I_0"", ""d09360d3_1""]","[""answer_e40b054e""]"
c19f7a0b,single-session-user,lru,524288,5,1.0,1.0,1.0,489132,46,46,0,"[""eb336de0_3"", ""answer_f442ccbe"", ""c9292210_2"", ""0dde26d4_8"", ""ba5c403b_3""]","[""answer_f442ccbe""]"
4100d0a0,single-session-user,lru,524288,5,1.0,1.0,1.0,497653,50,50,0,"[""answer_83c13ff9"", ""8d068598"", ""e2691068"", ""7fc9c056"", ""22a97fec""]","[""answer_83c13ff9""]"
29f2956b,single-session-user,lru,524288,5,1.0,1.0,1.0,477992,47,47,0,"[""6d6ffac5"", ""c4ed2287_3"", ""answer_7cc5362f"", ""2a86d0da_2"", ""d50a8a33_1""]","[""answer_7cc5362f""]"
1faac195,single-session-user,lru,524288,5,1.0,1.0,1.0,479456,45,45,0,"[""answer_d01949bf"", ""d2905eb6_2"", ""9d3d54f7"", ""8064b6ca"", ""809cabca_4""]","[""answer_d01949bf""]"
faba32e5,single-session-user,lru,524288,5,1.0,1.0,1.0,507591,46,46,0,"[""answer_39b12014"", ""67045503"", ""f0ecaea5_2"", ""770d11f5"", ""sharegpt_FNyKOSt_0""]","[""answer_39b12014""]"
f4f1d8a4,single-session-user,lru,524288,5,1.0,1.0,1.0,502850,52,52,0,"[""answer_f5b33470"", ""3aac691d_2"", ""eb682e52_2"", ""6f051087_2"", ""ecb24dd8_1""]","[""answer_f5b33470""]"
c14c00dd,single-session-user,lru,524288,5,1.0,0.0,0.0,501006,51,51,0,"[""c77250d2"", ""e7cc239c_4"", ""5dac7cc2_1"", ""710f4e21_2"", ""183b6085""]","[""answer_304511ce""]"
36580ce8,single-session-user,lru,524288,5,1.0,1.0,1.0,490280,55,55,0,"[""answer_93e1bd22"", ""ultrachat_53784"", ""ultrachat_270984"", ""sharegpt_FpTfRvR_0"", ""9325144f""]","[""answer_93e1bd22""]"
3d86fd0a,single-session-user,lru,524288,5,1.0,1.0,1.0,481837,55,55,0,"[""answer_19c24c11"", ""06d1a1a0"", ""5a13d047_1"", ""cf8e352f_1"", ""1f643033_2""]","[""answer_19c24c11""]"
a82c026e,single-session-user,lru,524288,5,1.0,1.0,1.0,501459,47,47,0,"[""answer_787e6a6d"", ""3009ba66_2"", ""d9727262_4"", ""f18ebe36_4"", ""sharegpt_5PY5H7c_0""]","[""answer_787e6a6d""]"
0862e8bf_abs,single-session-user,lru,524288,5,1.0,1.0,1.0,487727,52,52,0,"[""answer_c6fd8ebd_abs"", ""1881e7db_2"", ""12cd736c"", ""sharegpt_8T6d65A_83"", ""15c03056_2""]","[""answer_c6fd8ebd_abs""]"
15745da0_abs,single-session-user,lru,524288,5,1.0,1.0,1.0,483299,50,50,0,"[""answer_586de428_abs"", ""375e27b9_2"", ""9b638f21_4"", ""66d120f4_2"", ""sharegpt_ooVEXje_0""]","[""answer_586de428_abs""]"
bc8a6e93_abs,single-session-user,lru,524288,5,1.0,1.0,1.0,501583,47,47,0,"[""answer_e6143162_abs"", ""86fa0672_1"", ""375354d1_2"", ""sharegpt_SF6KWw1_9"", ""9c68c22f""]","[""answer_e6143162_abs""]"
19b5f2b3_abs,single-session-user,lru,524288,5,1.0,1.0,1.0,487012,50,50,0,"[""3e59ee68_1"", ""63d78b44_2"", ""5338f8d9_1"", ""answer_5ff494b9_abs"", ""d10f0307_3""]","[""answer_5ff494b9_abs""]"
29f2956b_abs,single-session-user,lru,524288,5,1.0,1.0,1.0,507891,50,50,0,"[""ultrachat_441324"", ""ultrachat_13007"", ""64b7d9cc_2"", ""cc50c6a9"", ""answer_7cc5362f_abs""]","[""answer_7cc5362f_abs""]"
f4f1d8a4_abs,single-session-user,lru,524288,5,1.0,1.0,1.0,499547,50,50,0,"[""answer_f5b33470_abs"", ""31299b8e_2"", ""1dd13331_1"", ""ea3db78e_2"", ""f252001e""]","[""answer_f5b33470_abs""]"
0a995998,multi-session,lru,524288,5,1.0,1.0,1.0,501800,44,44,0,"[""answer_afa9873b_3"", ""answer_afa9873b_1"", ""85846900_2"", ""answer_afa9873b_2"", ""fa46a10e""]","[""answer_afa9873b_2"", ""answer_afa9873b_3"", ""answer_afa9873b_1""]"
6d550036,multi-session,lru,524288,5,1.0,1.0,1.0,473837,47,47,0,"[""2e4430d8_2"", ""answer_ec904b3c_1"", ""eb682e52_2"", ""answer_ec904b3c_4"", ""f6246b5f""]","[""answer_ec904b3c_1"", ""answer_ec904b3c_4"", ""answer_ec904b3c_3"", ""answer_ec904b3c_2""]"
gpt4_59c863d7,multi-session,lru,524288,5,1.0,1.0,1.0,493167,47,47,0,"[""a7d014e4_1"", ""9ef698bc_2"", ""2f09d4c8"", ""answer_593bdffd_1"", ""ultrachat_233858""]","[""answer_593bdffd_4"", ""answer_593bdffd_1"", ""answer_593bdffd_3"", ""answer_593bdffd_2""]"
b5ef892d,multi-session,lru,524288,5,1.0,1.0,1.0,500272,52,52,0,"[""answer_a8b4290f_3"", ""ultrachat_565056"", ""answer_a8b4290f_2"", ""35dcacdc_2"", ""sharegpt_XWqXdom_0""]","[""answer_a8b4290f_3"", ""answer_a8b4290f_1"", ""answer_a8b4290f_2""]"
e831120c,multi-session,lru,524288,5,1.0,1.0,1.0,482209,47,47,0,"[""answer_86c505e7_2"", ""answer_86c505e7_1"", ""sharegpt_sDfu38Q_0"", ""a63ad8e3_2"", ""7c82a6c3""]","[""answer_86c505e7_1"", ""answer_86c505e7_2""]"
3a704032,multi-session,lru,524288,5,1.0,1.0,1.0,496089,48,48,0,"[""answer_c2204106_1"", ""014a5d36"", ""86e830d2_3"", ""ultrachat_501733"", ""aa41ac47""]","[""answer_c2204106_2"", ""answer_c2204106_3"", ""answer_c2204106_1""]"
gpt4_d84a3211,multi-session,lru,524288,5,1.0,1.0,1.0,496191,48,48,0,"[""answer_2880eb6c_4"", ""answer_2880eb6c_3"", ""answer_2880eb6c_1"", ""18d68208_1"", ""answer_2880eb6c_2""]","[""answer_2880eb6c_2"", ""answer_2880eb6c_4"", ""answer_2880eb6c_1"", ""answer_2880eb6c_3""]"
aae3761f,multi-session,lru,524288,5,1.0,1.0,1.0,477196,47,47,0,"[""answer_526354c8_2"", ""b192ae00_2"", ""answer_526354c8_1"", ""f2ce866d_3"", ""0e193841_10""]","[""answer_526354c8_1"", ""answer_526354c8_3"", ""answer_526354c8_2""]"
gpt4_f2262a51,multi-session,lru,524288,5,1.0,0.0,0.0,491000,45,45,0,"[""c0d6fa6f_2"", ""2aeb1268"", ""c34b6a1c_2"", ""ultrachat_268434"", ""ultrachat_421897""]","[""answer_55a6940c_3"", ""answer_55a6940c_1"", ""answer_55a6940c_2""]"
dd2973ad,multi-session,lru,524288,5,1.0,1.0,1.0,498076,49,49,0,"[""answer_f9de4602_2"", ""sharegpt_O6NO7Vo_9"", ""41743aae_1"", ""answer_f9de4602_1"", ""0f73eee7_2""]","[""answer_f9de4602_2"", ""answer_f9de4602_1""]"
c4a1ceb8,multi-session,lru,524288,5,1.0,1.0,1.0,498920,49,49,0,"[""answer_56d02cab_4"", ""answer_56d02cab_3"", ""answer_56d02cab_1"", ""ba9f938b_2"", ""40c77045""]","[""answer_56d02cab_3"", ""answer_56d02cab_4"", ""answer_56d02cab_2"", ""answer_56d02cab_1""]"
gpt4_a56e767c,multi-session,lru,524288,5,1.0,1.0,1.0,499116,48,48,0,"[""88c8df0e_3"", ""answer_cf9e3940_3"", ""7a819e6f_1"", ""f56e6152_1"", ""ultrachat_2223""]","[""answer_cf9e3940_2"", ""answer_cf9e3940_1"", ""answer_cf9e3940_3""]"
6cb6f249,multi-session,lru,524288,5,1.0,1.0,1.0,480725,41,41,0,"[""answer_a4204937_1"", ""ultrachat_404221"", ""9b6db1a9_2"", ""67620dbc_2"", ""answer_a4204937_2""]","[""answer_a4204937_2"", ""answer_a4204937_1""]"
46a3abf7,multi-session,lru,524288,5,1.0,1.0,1.0,506469,50,50,0,"[""answer_c65042d7_3"", ""be133e38_1"", ""28eb86ab"", ""ultrachat_234796"", ""8acfa731""]","[""answer_c65042d7_3"", ""answer_c65042d7_2"", ""answer_c65042d7_1""]"
36b9f61e,multi-session,lru,524288,5,1.0,1.0,1.0,497542,47,47,0,"[""answer_ef74281f_2"", ""answer_ef74281f_1"", ""answer_ef74281f_3"", ""e05baf83_2"", ""5829ab38""]","[""answer_ef74281f_2"", ""answer_ef74281f_1"", ""answer_ef74281f_3""]"
28dc39ac,multi-session,lru,524288,5,1.0,1.0,1.0,481991,38,38,0,"[""answer_8d015d9d_2"", ""answer_8d015d9d_3"", ""answer_8d015d9d_1"", ""6ccadc2b"", ""a7cd1c0f_1""]","[""answer_8d015d9d_3"", ""answer_8d015d9d_5"", ""answer_8d015d9d_2"", ""answer_8d015d9d_4"", ""answer_8d015d9d_1""]"
gpt4_2f8be40d,multi-session,lru,524288,5,1.0,1.0,1.0,496454,46,46,0,"[""answer_e7b0637e_1"", ""answer_e7b0637e_3"", ""sharegpt_L64rHOA_0"", ""acda6a4e_4"", ""cb1f962f_4""]","[""answer_e7b0637e_2"", ""answer_e7b0637e_1"", ""answer_e7b0637e_3""]"
2e6d26dc,multi-session,lru,524288,5,1.0,1.0,1.0,486577,54,54,0,"[""sharegpt_vXNQZ2I_0"", ""7a3cbde3"", ""answer_fa526fc0_4"", ""ultrachat_541982"", ""answer_fa526fc0_3""]","[""answer_fa526fc0_4"", ""answer_fa526fc0_3"", ""answer_fa526fc0_1"", ""answer_fa526fc0_2""]"
gpt4_15e38248,multi-session,lru,524288,5,1.0,1.0,1.0,497246,46,46,0,"[""answer_8858d9dc_2"", ""answer_8858d9dc_4"", ""sharegpt_mm9tc5g_0"", ""d4ab49f1"", ""1e7f3172_5""]","[""answer_8858d9dc_3"", ""answer_8858d9dc_1"", ""answer_8858d9dc_4"", ""answer_8858d9dc_2""]"
88432d0a,multi-session,lru,524288,5,1.0,1.0,1.0,506688,45,45,0,"[""1c8832b4_2"", ""f777f641"", ""answer_733e443a_2"", ""c9d35c00_2"", ""e0956e0a_2""]","[""answer_733e443a_3"", ""answer_733e443a_4"", ""answer_733e443a_2"", ""answer_733e443a_1""]"
80ec1f4f,multi-session,lru,524288,5,1.0,1.0,1.0,497897,46,46,0,"[""answer_990c8992_2"", ""6884f11d"", ""answer_990c8992_3"", ""answer_990c8992_1"", ""f6ce25ef""]","[""answer_990c8992_2"", ""answer_990c8992_1"", ""answer_990c8992_3""]"
d23cf73b,multi-session,lru,524288,5,1.0,1.0,1.0,479483,50,51,0,"[""answer_5a0d28f8_2"", ""answer_5a0d28f8_4"", ""answer_5a0d28f8_1"", ""answer_5a0d28f8_3"", ""12be262f_1""]","[""answer_5a0d28f8_4"", ""answer_5a0d28f8_2"", ""answer_5a0d28f8_3"", ""answer_5a0d28f8_1""]"
gpt4_7fce9456,multi-session,lru,524288,5,1.0,1.0,1.0,502918,44,44,0,"[""answer_a679a86a_1"", ""answer_a679a86a_4"", ""answer_a679a86a_5"", ""1da409cd_1"", ""answer_a679a86a_3""]","[""answer_a679a86a_5"", ""answer_a679a86a_4"", ""answer_a679a86a_2"", ""answer_a679a86a_3"", ""answer_a679a86a_1""]"
d682f1a2,multi-session,lru,524288,5,1.0,1.0,1.0,487298,47,47,0,"[""answer_c008e5df_1"", ""9de29219_1"", ""answer_c008e5df_3"", ""sharegpt_E7VUcfj_0"", ""e30307d8_2""]","[""answer_c008e5df_1"", ""answer_c008e5df_2"", ""answer_c008e5df_3""]"
7024f17c,multi-session,lru,524288,5,1.0,1.0,1.0,498492,47,47,0,"[""3c12ff0c"", ""sharegpt_rshCiS5_1"", ""answer_a21f3697_2"", ""4f838497_3"", ""d7281662_2""]","[""answer_a21f3697_1"", ""answer_a21f3697_2"", ""answer_a21f3697_3""]"
gpt4_5501fe77,multi-session,lru,524288,5,1.0,1.0,1.0,513217,45,45,0,"[""answer_203bf3fa_3"", ""answer_203bf3fa_1"", ""ultrachat_163385"", ""bc5827b5"", ""27b04adf""]","[""answer_203bf3fa_1"", ""answer_203bf3fa_3"", ""answer_203bf3fa_2""]"
gpt4_2ba83207,multi-session,lru,524288,5,1.0,1.0,1.0,496624,53,53,0,"[""answer_6a3b5c13_1"", ""answer_6a3b5c13_4"", ""answer_6a3b5c13_2"", ""answer_6a3b5c13_3"", ""ultrachat_385963""]","[""answer_6a3b5c13_3"", ""answer_6a3b5c13_1"", ""answer_6a3b5c13_2"", ""answer_6a3b5c13_4""]"
2318644b,multi-session,lru,524288,5,1.0,1.0,1.0,475127,41,41,0,"[""6ec23dc5_1"", ""answer_eaa8e3ef_2"", ""7d02ef5c_5"", ""69306993_2"", ""920f808b""]","[""answer_eaa8e3ef_1"", ""answer_eaa8e3ef_2""]"
2ce6a0f2,multi-session,lru,524288,5,1.0,1.0,1.0,500782,47,47,0,"[""a1714d2c_2"", ""answer_901a6763_4"", ""c1634164_2"", ""answer_901a6763_2"", ""ultrachat_355740""]","[""answer_901a6763_2"", ""answer_901a6763_4"", ""answer_901a6763_1"", ""answer_901a6763_3""]"
gpt4_d12ceb0e,multi-session,lru,524288,5,1.0,1.0,1.0,488111,45,45,0,"[""2f23dd1a"", ""2fe5510e_3"", ""answer_2504635e_1"", ""answer_2504635e_2"", ""answer_2504635e_3""]","[""answer_2504635e_3"", ""answer_2504635e_2"", ""answer_2504635e_1""]"
00ca467f,multi-session,lru,524288,5,1.0,1.0,1.0,503346,47,47,0,"[""answer_39900a0a_1"", ""4a5ee697_1"", ""10857212_2"", ""6395ae23_1"", ""8d1f9505""]","[""answer_39900a0a_3"", ""answer_39900a0a_2"", ""answer_39900a0a_1""]"
b3c15d39,multi-session,lru,524288,5,1.0,1.0,1.0,468660,51,51,0,"[""answer_05d808e6_1"", ""answer_05d808e6_2"", ""3a888fd6"", ""78c9a68b_1"", ""a16a4158""]","[""answer_05d808e6_1"", ""answer_05d808e6_2""]"
gpt4_31ff4165,multi-session,lru,524288,5,1.0,1.0,1.0,476469,42,42,0,"[""answer_02b63d04_3"", ""answer_02b63d04_1"", ""35201d43"", ""answer_02b63d04_5"", ""e2393b63_2""]","[""answer_02b63d04_1"", ""answer_02b63d04_5"", ""answer_02b63d04_2"", ""answer_02b63d04_3"", ""answer_02b63d04_4""]"
eeda8a6d,multi-session,lru,524288,5,1.0,1.0,1.0,503152,49,49,0,"[""sharegpt_PTZ2ime_0"", ""45fa8f75"", ""ea67b29e_1"", ""answer_3e5fea0e_2"", ""cf7aad73_3""]","[""answer_3e5fea0e_1"", ""answer_3e5fea0e_2""]"
2788b940,multi-session,lru,524288,5,1.0,1.0,1.0,487225,47,47,0,"[""answer_8f6b938d_4"", ""544fe66c_2"", ""ultrachat_410014"", ""ff6e824b_1"", ""answer_8f6b938d_2""]","[""answer_8f6b938d_1"", ""answer_8f6b938d_3"", ""answer_8f6b938d_4"", ""answer_8f6b938d_2""]"
