question_id,question_type,policy,budget_bytes,k,gold_retained,hit_at_k,hit_at_k_given_retained,used_bytes_end,n_items_retained,ingested,evictions,retrieved_session_ids,gold_session_ids
af8d2e46,single-session-user,lru,262144,10,1.0,1.0,1.0,256451,24,50,26,"[""answer_82a04f59"", ""73d5f10c"", ""db6ddaba"", ""32a67b35"", ""38e4b795_2"", ""266d604c"", ""bdd64321"", ""4ebc182b"", ""ced213c6"", ""c2204106_1""]","[""answer_82a04f59""]"
dccbc061,single-session-user,lru,262144,10,0.0,0.0,0.0,257301,29,49,20,"[""959e6cb0_3"", ""8d74c5f6"", ""4af27eab_2"", ""c3cd646c_2"", ""657ab20c_1"", ""53022099_3"", ""d1f30ac6_1"", ""5fc843cd"", ""3c614701"", ""f8140c6c_2""]","[""answer_8f276838""]"
c8c3f81d,single-session-user,lru,262144,10,1.0,1.0,1.0,256278,24,52,28,"[""answer_761acef8"", ""19ec83c5_1"", ""2b16f3d6_1"", ""sharegpt_pRqHb1o_0"", ""b2cae160_1"", ""05be3ff0_4"", ""b818e2a1_1"", ""sharegpt_B0riiep_0"", ""9bec5593_1"", ""ultrachat_429358""]","[""answer_761acef8""]"
8ebdbe50,single-session-user,lru,262144,10,1.0,1.0,1.0,259056,23,48,25,"[""answer_8ad8a34f"", ""b53f447a_1"", ""27d378b2_3"", ""90a5e1f3_1"", ""03b4d5d8_2"", ""0908f614"", ""407dd888"", ""sharegpt_mJ7MnQS_31"", ""b2ecce8d_1"", ""795534dc_3""]","[""answer_8ad8a34f""]"
6b168ec8,single-session-user,lru,262144,10,1.0,1.0,1.0,257971,26,50,24,"[""49b78a55_2"", ""ultrachat_499691"", ""33dff20c_3"", ""ultrachat_360618"", ""fb2368b8_3"", ""dded1725_3"", ""afffd8ec_3"", ""ultrachat_180302"", ""answer_e623ae87"", ""sharegpt_hUhgRkO_0""]","[""answer_e623ae87""]"
75499fd8,single-session-user,lru,262144,10,1.0,1.0,1.0,257772,26,52,26,"[""answer_723bf11f"", ""990b60df_1"", ""sharegpt_7jNclxT_13"", ""7d054e90_2"", ""sharegpt_yPCVYhX_0"", ""5328c3c2_2"", ""ultrachat_189069"", ""aea71da3_2"", ""168feef7_1"", ""3e7df334_1""]","[""answer_723bf11f""]"
21436231,single-session-user,lru,262144,10,0.0,0.0,0.0,255120,27,50,23,"[""0d0a89dc_1"", ""dc378711_1"", ""d0785ee9_1"", ""a3118ef0_1"", ""ultrachat_172276"", ""b307196d"", ""sharegpt_EMlLNqy_15"", ""sharegpt_6byuqlt_0"", ""086777a8"", ""3fa35683_6""]","[""answer_1e6d4567""]"
95bcc1c8,single-session-user,lru,262144,10,0.0,0.0,0.0,245474,23,46,23,"[""396238f9"", ""1c1f5ccc_2"", ""3919227f"", ""2e2085fa_1"", ""e201572a"", ""e77ef495_1"", ""ultrachat_173705"", ""f64c4793_2"", ""d59a335d"", ""953aaad5_1""]","[""answer_cb742a61""]"
0862e8bf,single-session-user,lru,262144,10,1.0,1.0,1.0,260771,25,50,25,"[""answer_c6fd8ebd"", ""2442d5b9"", ""10541a2c_1"", ""sharegpt_WhKs0Le_0"", ""381b80a3"", ""02b63d04_3"", ""0566c21b"", ""95c36d37"", ""f31033c0_2"", ""6d11b87d_2""]","[""answer_c6fd8ebd""]"
853b0a1d,single-session-user,lru,262144,10,0.0,0.0,0.0,257646,28,52,24,"[""sharegpt_n3MgsgL_0"", ""f71bf532_1"", ""6cf1848e_2"", ""643a4cf2_1"", ""f7a61595_4"", ""a8b4bfb3_2"", ""b3070ec4_1"", ""701ea427_1"", ""ultrachat_454425"", ""sharegpt_vHatqNp_15""]","[""answer_69811d4a""]"
a06e4cfe,single-session-user,lru,262144,10,0.0,0.0,0.0,252094,26,53,27,"[""9de2c795"", ""fc004ede_1"", ""ultrachat_442201"", ""af257b0b_2"", ""8dd2d3cc"", ""2345468a"", ""6dfb33f1_1"", ""sharegpt_e1JmYDm_0"", ""3c2e6725"", ""5c16fe0b_2""]","[""answer_6fe9fb49""]"
37d43f65,single-session-user,lru,262144,10,1.0,1.0,1.0,251818,26,49,23,"[""answer_55161935"", ""ultrachat_525148"", ""1cafd864_3"", ""6ad46850_2"", ""4050ebff_5"", ""c8c3892a_1"", ""ultrachat_170146"", ""sharegpt_afbMhMS_45"", ""782c0f84"", ""9d2a37e0""]","[""answer_55161935""]"
b86304ba,single-session-user,lru,262144,10,1.0,1.0,1.0,261845,22,41,19,"[""sharegpt_xGoJZ6Z_0"", ""ea8bb4f8_2"", ""answer_645b0329"", ""65f3c006_1"", ""3b73120a_1"", ""9de29219_5"", ""97e6d559_2"", ""fe1e4351_1"", ""ultrachat_222869"", ""2dbfff2f""]","[""answer_645b0329""]"
d52b4f67,single-session-user,lru,262144,10,1.0,1.0,1.0,247009,27,52,25,"[""answer_0df6aa4b"", ""f999b05b_5"", ""cd1f21d0_3"", ""da1797c4_1"", ""ultrachat_127631"", ""974fe383_2"", ""7f5e5351_2"", ""0840765f_1"", ""d053f1d6"", ""c964b460_1""]","[""answer_0df6aa4b""]"
25e5aa4f,single-session-user,lru,262144,10,1.0,1.0,1.0,254633,24,45,21,"[""48f804a3"", ""answer_986de8c3"", ""18807892_4"", ""087d2b0a_2"", ""sharegpt_8cFNcVG_0"", ""a459d477"", ""8953c8c8_1"", ""2769b367_3"", ""sharegpt_SwdaeDm_15"", ""ee693d64_2""]","[""answer_986de8c3""]"
caf9ead2,single-session-user,lru,262144,10,0.0,0.0,0.0,246207,23,43,20,"[""sharegpt_3D3oQC0_213"", ""ultrachat_495546"", ""fc167d00"", ""a1c1739c_1"", ""ultrachat_75807"", ""f43c36a9"", ""d2907bd6"", ""cd568521_2"", ""fcc6d66d_1"", ""ultrachat_532107""]","[""answer_0714183a""]"
8550ddae,single-session-user,lru,262144,10,0.0,0.0,0.0,251881,21,42,21,"[""a7189b75"", ""4f234e2c"", ""8ec23b2c"", ""71cf5aeb_3"", ""295dc1ab_1"", ""d7e234e5"", ""fa3c1896"", ""a6109135_1"", ""38bbc2b7_2"", ""d59a335d""]","[""answer_c8354ae9""]"
60d45044,single-session-user,lru,262144,10,1.0,1.0,1.0,247651,25,51,26,"[""answer_9cddca88"", ""fec059c5"", ""9b1d5656_2"", ""sharegpt_42tUQ8S_0"", ""a76e7e3c_2"", ""26bc645b_5"", ""795a13a7"", ""e5713180_1"", ""sharegpt_BFODaKW_0"", ""sharegpt_SxpAlwx_50""]","[""answer_9cddca88""]"
3f1e9474,single-session-user,lru,262144,10,0.0,0.0,0.0,246391,24,52,28,"[""205f348b_2"", ""cdf068b1_1"", ""4f23a396_1"", ""d771ea6d_2"", ""097cefd0_1"", ""954d4451_2"", ""acda6a4e_6"", ""e7497c07_2"", ""ultrachat_442101"", ""sharegpt_5clkQjb_12""]","[""answer_57fc1954""]"
86b68151,single-session-user,lru,262144,10,1.0,1.0,1.0,261083,23,47,24,"[""5ace87df_1"", ""answer_dc11c1eb"", ""ultrachat_121159"", ""3d72c0c0"", ""4e671700"", ""0abaca24_1"", ""93450132"", ""e200d96c_2"", ""e1023f28"", ""sharegpt_rnL5VQO_0""]","[""answer_dc11c1eb""]"
577d4d32,single-session-user,lru,262144,10,1.0,1.0,1.0,248401,21,46,25,"[""answer_0dd4d99a"", ""6e2cca63_2"", ""88925167_1"", ""ultrachat_125084"", ""92a6a6f7_2"", ""6b42c631_2"", ""f60245ed"", ""cba89032"", ""sharegpt_1ByFFwm_0"", ""ultrachat_57579""]","[""answer_0dd4d99a""]"
ec81a493,single-session-user,lru,262144,10,1.0,1.0,1.0,259904,23,51,28,"[""answer_ed1982fc"", ""ultrachat_27488"", ""d2fc150a_1"", ""90fea364_3"", ""0ba46bdc_3"", ""d22a462a_2"", ""9e956e2c"", ""ffbd49a4"", ""6c29f175"", ""3785c8fa""]","[""answer_ed1982fc""]"
15745da0,single-session-user,lru,262144,10,0.0,0.0,0.0,247046,28,47,19,"[""07d33eaa"", ""64a97d9b"", ""a4f22269"", ""sharegpt_jnrxuVu_0"", ""1c662b7b_1"", ""sharegpt_IzpzBot_0"", ""ab281b6a"", ""8376624e"", ""535ce50e_2"", ""sharegpt_f28uI6i_0""]","[""answer_586de428""]"
e01b8e2f,single-session-user,lru,262144,10,0.0,0.0,0.0,247584,25,53,28,"[""sharegpt_jyMHY1J_31"", ""97338ddd_1"", ""8be2c3f1"", ""963e896f_2"", ""b2543a58_3"", ""3392c0c7"", ""d4cdb464"", ""1aaf8057_3"", ""3e43bf49_1"", ""sharegpt_GcMTqnA_5""]","[""answer_5ca6cd28""]"
bc8a6e93,single-session-user,lru,262144,10,1.0,1.0,1.0,256786,20,48,28,"[""answer_e6143162"", ""8c1da8f9_1"", ""a1b3dd27_1"", ""b869d7ed_2"", ""552c7fd0"", ""05594106_1"", ""f906baa7_2"", ""bc53dae7"", ""0394b98f"", ""6f8c03ab""]","[""answer_e6143162""]"
ccb36322,single-session-user,lru,262144,10,0.0,0.0,0.0,257078,24,46,22,"[""46d9d476"", ""c38b33ae"", ""162ff451"", ""8b1019b8_1"", ""ultrachat_395168"", ""aba72bdf"", ""56555c52_2"", ""d03098f9"", ""ultrachat_203880"", ""28a45124""]","[""answer_f1fbb330""]"
001be529,single-session-user,lru,262144,10,1.0,1.0,1.0,256275,27,51,23,"[""answer_530960c1"", ""9becef17_3"", ""ultrachat_470904"", ""84648e61_2"", ""ultrachat_278930"", ""c2ab12bc_1"", ""de877349"", ""a244d459"", ""sharegpt_PKXxlMF_0"", ""dffe8d2d_2""]","[""answer_530960c1""]"
b320f3f8,single-session-user,lru,262144,10,1.0,1.0,1.0,260257,24,46,22,"[""answer_5cc9b056"", ""aae4411b_2"", ""240d7361_1"", ""f2797fac"", ""b89f68c4_4"", ""514a7856_2"", ""8bb8bc0d"", ""d3a3f421_2"", ""e28f75f4"", ""85272e7e""]","[""answer_5cc9b056""]"
19b5f2b3,single-session-user,lru,262144,10,1.0,1.0,1.0,259543,21,43,22,"[""ultrachat_138083"", ""b951f8c6_2"", ""fbe6fa2c_1"", ""answer_5ff494b9"", ""ultrachat_268389"", ""890eafb4_2"", ""b65f51fb_5"", ""51adc57e_2"", ""01a27982_1"", ""ultrachat_392866""]","[""answer_5ff494b9""]"
4fd1909e,single-session-user,lru,262144,10,0.0,0.0,0.0,262110,29,55,26,"[""502b6b52_2"", ""2479cbae"", ""sharegpt_hO4FoVt_0"", ""ultrachat_186237"", ""dedfc119_1"", ""65bc93cf_7"", ""sharegpt_j7ovzdY_0"", ""dc082bc8"", ""bffd3a87"", ""ad2135af""]","[""answer_2952aee4""]"
545bd2b5,single-session-user,lru,262144,10,1.0,1.0,1.0,262082,24,44,20,"[""answer_47ffab4c"", ""a79f1a04_1"", ""5fb3b5ac"", ""6e672b84_2"", ""1351505a_1"", ""74932466_3"", ""fd18c316"", ""bc5a8417"", ""d1a1b9ea_1"", ""cf8e352f_1""]","[""answer_47ffab4c""]"
8a137a7f,single-session-user,lru,262144,10,0.0,0.0,0.0,256103,27,51,24,"[""683fdb17"", ""ac583170_2"", ""e3e66b50"", ""ultrachat_44939"", ""ultrachat_186116"", ""ultrachat_59795"", ""66c0b73d_2"", ""d298714d_2"", ""6bb37368"", ""e05e4612""]","[""answer_15d63a22""]"
76d63226,single-session-user,lru,262144,10,0.0,0.0,0.0,259021,27,48,21,"[""cb289226_1"", ""sharegpt_79vV0aT_377"", ""50136b31"", ""aeb58d86_4"", ""ultrachat_66203"", ""5f73f2f3"", ""ultrachat_138072"", ""544fe66c_3"", ""f27e27f9_2"", ""adc47df1_1""]","[""answer_bbdc7b0a""]"
86f00804,single-session-user,lru,262144,10,0.0,0.0,0.0,252764,22,43,21,"[""6e672b84_3"", ""0424a40a_2"", ""sharegpt_K3jwzdd_0"", ""sharegpt_PQ71V9I_7"", ""sharegpt_keHFRpf_0"", ""35c5419d_abs_1"", ""35c5419d_abs_3"", ""d98f48f8_3"", ""sharegpt_E0YL5SX_39"", ""d0091194""]","[""answer_96b8c9ee""]"
8e9d538c,single-session-user,lru,262144,10,1.0,1.0,1.0,253572,27,48,21,"[""answer_7bdcbd23"", ""ultrachat_549592"", ""3cdad629_1"", ""sharegpt_tb5H6IH_3"", ""cbf8c858"", ""2deed26f"", ""sharegpt_KtWBRv1_4"", ""0bd928bf_2"", ""85b18ab2"", ""1afd59b4""]","[""answer_7bdcbd23""]"
311778f1,single-session-user,lru,262144,10,1.0,1.0,1.0,255453,23,52,29,"[""answer_e40b054e"", ""5db56d24_2"", ""8e6e058b_3"", ""d09360d3_1"", ""95cec590_1"", ""3a0587bf"", ""sharegpt_v5FPcu8_0"", ""81354f67_3"", ""27fb983c_2"", ""ultrachat_256989""]","[""answer_e40b054e""]"
c19f7a0b,single-session-user,lru,262144,10,0.0,0.0,0.0,254511,23,46,23,"[""eb336de0_3"", ""c9292210_2"", ""0dde26d4_8"", ""ba5c403b_3"", ""0e829b8f"", ""1b0d77b0"", ""a35679d5_3"", ""195c8fe6_3"", ""1e739aef"", ""0528adef""]","[""answer_f442ccbe""]"
4100d0a0,single-session-user,lru,262144,10,1.0,1.0,1.0,256776,29,50,21,"[""answer_83c13ff9"", ""8d068598"", ""e2691068"", ""7fc9c056"", ""22a97fec"", ""ultrachat_130655"", ""2b86336d_1"", ""4aa29855"", ""ultrachat_119663"", ""29bc69b3""]","[""answer_83c13ff9""]"
29f2956b,single-session-user,lru,262144,10,0.0,0.0,0.0,256386,26,47,21,"[""6d6ffac5"", ""c4ed2287_3"", ""2a86d0da_2"", ""d50a8a33_1"", ""46548fab_3"", ""ultrachat_238255"", ""f651c759"", ""eb0d8dc1_5"", ""ultrachat_116760"", ""sharegpt_NpYTWNT_0""]","[""answer_7cc5362f""]"
1faac195,single-session-user,lru,262144,10,0.0,0.0,0.0,253889,23,45,22,"[""d2905eb6_2"", ""9d3d54f7"", ""8064b6ca"", ""809cabca_4"", ""b2543a58_3"", ""06fe8cfb_2"", ""75f97838_1"", ""sharegpt_9UDeCis_0"", ""sharegpt_6fTnCnw_27"", ""ultrachat_1203""]","[""answer_d01949bf""]"
faba32e5,single-session-user,lru,262144,10,1.0,1.0,1.0,258174,24,46,22,"[""answer_39b12014"", ""f0ecaea5_2"", ""770d11f5"", ""sharegpt_FNyKOSt_0"", ""f2f2a606_2"", ""ultrachat_73163"", ""ultrachat_264042"", ""71d1ee49_2"", ""ultrachat_250588"", ""3e5fea0e_abs_1""]","[""answer_39b12014""]"
f4f1d8a4,single-session-user,lru,262144,10,1.0,1.0,1.0,257292,27,52,25,"[""answer_f5b33470"", ""3aac691d_2"", ""eb682e52_2"", ""6f051087_2"", ""ecb24dd8_1"", ""b36d12d3"", ""sharegpt_b9zLyT6_0"", ""f3745025_2"", ""6ec23dc5_1"", ""e45db473_3""]","[""answer_f5b33470""]"
c14c00dd,single-session-user,lru,262144,10,0.0,0.0,0.0,247904,20,51,31,"[""c77250d2"", ""e7cc239c_4"", ""5dac7cc2_1"", ""710f4e21_2"", ""183b6085"", ""ultrachat_272210"", ""7cd7c296_3"", ""ultrachat_92362"", ""ultrachat_132592"", ""097cefd0_2""]","[""answer_304511ce""]"
36580ce8,single-session-user,lru,262144,10,1.0,1.0,1.0,255515,29,55,26,"[""answer_93e1bd22"", ""ultrachat_270984"", ""sharegpt_FpTfRvR_0"", ""sharegpt_cUXo8S0_0"", ""ultrachat_451944"", ""37e50ff6_2"", ""ultrachat_299779"", ""9b38bda6_2"", ""sharegpt_WmCiERa_25"", ""ultrachat_28133""]","[""answer_93e1bd22""]"
3d86fd0a,single-session-user,lru,262144,10,0.0,0.0,0.0,253150,30,55,25,"[""06d1a1a0"", ""5a13d047_1"", ""cf8e352f_1"", ""1f643033_2"", ""sharegpt_d7bP5fb_0"", ""sharegpt_ljriyZ5_34"", ""8c9bc932_1"", ""1c1a2b7f_2"", ""ultrachat_333097"", ""0e1aa315_4""]","[""answer_19c24c11""]"
a82c026e,single-session-user,lru,262144,10,1.0,1.0,1.0,245422,24,47,23,"[""answer_787e6a6d"", ""3009ba66_2"", ""sharegpt_5PY5H7c_0"", ""ultrachat_549633"", ""752392bb_3"", ""sharegpt_CMeL2P1_0"", ""sharegpt_aRLrK6P_13"", ""ccaabf0b_1"", ""516b0aae_1"", ""daa32134""]","[""answer_787e6a6d""]"
0862e8bf_abs,single-session-user,lru,262144,10,0.0,0.0,0.0,258921,29,52,23,"[""12cd736c"", ""sharegpt_8T6d65A_83"", ""15c03056_2"", ""sharegpt_FN5cRaf_0"", ""539778d4_2"", ""sharegpt_9l7gjYP_17"", ""091a4cea_2"", ""ultrachat_455839"", ""1d85d4ba_2"", ""ultrachat_135959""]","[""answer_c6fd8ebd_abs""]"
15745da0_abs,single-session-user,lru,262144,10,1.0,1.0,1.0,253160,26,50,24,"[""answer_586de428_abs"", ""375e27b9_2"", ""9b638f21_4"", ""66d120f4_2"", ""sharegpt_ooVEXje_0"", ""sharegpt_uGnQJQx_0"", ""7e043b5d"", ""5e0e1fd8_3"", ""sharegpt_uWIv8BW_0"", ""f8501ef5_2""]","[""answer_586de428_abs""]"
bc8a6e93_abs,single-session-user,lru,262144,10,0.0,0.0,0.0,245314,24,47,23,"[""86fa0672_1"", ""375354d1_2"", ""sharegpt_SF6KWw1_9"", ""9c68c22f"", ""f11b88d8_2"", ""12418807"", ""59c5f97e"", ""13e9de13_4"", ""sharegpt_rQoxMNq_0"", ""a51889ca_1""]","[""answer_e6143162_abs""]"
19b5f2b3_abs,single-session-user,lru,262144,10,0.0,0.0,0.0,259500,23,50,27,"[""3e59ee68_1"", ""63d78b44_2"", ""5338f8d9_1"", ""sharegpt_HoG6PBc_0"", ""f5cf8815_3"", ""9f8fa5e4_2"", ""sharegpt_bvLUGdm_0"", ""0908f614"", ""sharegpt_fX2quP4_21"", ""762a4ba1_2""]","[""answer_5ff494b9_abs""]"
29f2956b_abs,single-session-user,lru,262144,10,0.0,0.0,0.0,258607,29,50,21,"[""ultrachat_441324"", ""ultrachat_13007"", ""64b7d9cc_2"", ""ultrachat_414997"", ""3b8f0d9d"", ""7363604d_2"", ""edd89480_1"", ""sharegpt_5n9NBC8_0"", ""a1c0eec0_1"", ""sharegpt_9BZPiIA_0""]","[""answer_7cc5362f_abs""]"
f4f1d8a4_abs,single-session-user,lru,262144,10,1.0,1.0,1.0,255556,27,50,23,"[""answer_f5b33470_abs"", ""31299b8e_2"", ""f252001e"", ""afe04238_1"", ""20705ee1_2"", ""067bbe0b"", ""9b4f5c73"", ""099c1b6c_2"", ""sharegpt_eVmxjQZ_0"", ""ultrachat_549633""]","[""answer_f5b33470_abs""]"
0a995998,multi-session,lru,262144,10,1.0,1.0,1.0,259166,25,44,19,"[""answer_afa9873b_3"", ""answer_afa9873b_1"", ""85846900_2"", ""fa46a10e"", ""25091584_1"", ""439f9ed8_3"", ""sharegpt_igR6Bmm_0"", ""45823393_2"", ""ultrachat_287397"", ""ultrachat_371864""]","[""answer_afa9873b_2"", ""answer_afa9873b_3"", ""answer_afa9873b_1""]"
6d550036,multi-session,lru,262144,10,1.0,1.0,1.0,258695,24,47,23,"[""2e4430d8_2"", ""eb682e52_2"", ""878271ae_2"", ""ultrachat_184799"", ""9764990c_4"", ""sharegpt_oXgiN7q_53"", ""a51d15cd_3"", ""5558a42e_2"", ""answer_ec904b3c_2"", ""b37a44e4_5""]","[""answer_ec904b3c_1"", ""answer_ec904b3c_4"", ""answer_ec904b3c_3"", ""answer_ec904b3c_2""]"
gpt4_59c863d7,multi-session,lru,262144,10,1.0,1.0,1.0,245589,25,47,22,"[""9ef698bc_2"", ""2f09d4c8"", ""answer_593bdffd_1"", ""ultrachat_233858"", ""answer_593bdffd_3"", ""ultrachat_325246"", ""1a73cecb_1"", ""ultrachat_471717"", ""ultrachat_542876"", ""385ad31d""]","[""answer_593bdffd_4"", ""answer_593bdffd_1"", ""answer_593bdffd_3"", ""answer_593bdffd_2""]"
b5ef892d,multi-session,lru,262144,10,1.0,1.0,1.0,247753,27,52,25,"[""ultrachat_565056"", ""answer_a8b4290f_2"", ""35dcacdc_2"", ""sharegpt_XWqXdom_0"", ""f2ccf83b"", ""0a5cbc79_1"", ""ultrachat_367439"", ""1a44346c_1"", ""sharegpt_hfWd2FK_0"", ""ultrachat_212029""]","[""answer_a8b4290f_3"", ""answer_a8b4290f_1"", ""answer_a8b4290f_2""]"
e831120c,multi-session,lru,262144,10,1.0,1.0,1.0,260460,27,47,20,"[""answer_86c505e7_2"", ""sharegpt_sDfu38Q_0"", ""f192beb0_2"", ""773aebbd_4"", ""8545c722"", ""63388005"", ""e9e19917_2"", ""sharegpt_CK9naiz_63"", ""9274be90_2"", ""ultrachat_30928""]","[""answer_86c505e7_1"", ""answer_86c505e7_2""]"
3a704032,multi-session,lru,262144,10,0.0,0.0,0.0,259937,27,48,21,"[""014a5d36"", ""86e830d2_3"", ""ultrachat_501733"", ""aa41ac47"", ""5cfdb3bc"", ""478c480d"", ""d729b790_2"", ""ultrachat_357807"", ""sharegpt_HrxBbBK_0"", ""be24e3db_2""]","[""answer_c2204106_2"", ""answer_c2204106_3"", ""answer_c2204106_1""]"
