question_id,question_type,policy,budget_bytes,k,gold_retained,hit_at_k,hit_at_k_given_retained,used_bytes_end,n_items_retained,ingested,evictions,retrieved_session_ids,gold_session_ids
545bd2b5,single-session-user,lfu,262144,5,1.0,1.0,1.0,262082,24,44,20,"[""answer_47ffab4c"", ""a79f1a04_1"", ""5fb3b5ac"", ""6e672b84_2"", ""1351505a_1""]","[""answer_47ffab4c""]"
8a137a7f,single-session-user,lfu,262144,5,0.0,0.0,0.0,256103,27,51,24,"[""683fdb17"", ""ac583170_2"", ""e3e66b50"", ""ultrachat_44939"", ""ultrachat_186116""]","[""answer_15d63a22""]"
76d63226,single-session-user,lfu,262144,5,0.0,0.0,0.0,259021,27,48,21,"[""cb289226_1"", ""sharegpt_79vV0aT_377"", ""50136b31"", ""aeb58d86_4"", ""ultrachat_66203""]","[""answer_bbdc7b0a""]"
86f00804,single-session-user,lfu,262144,5,0.0,0.0,0.0,252764,22,43,21,"[""6e672b84_3"", ""0424a40a_2"", ""sharegpt_K3jwzdd_0"", ""sharegpt_PQ71V9I_7"", ""sharegpt_keHFRpf_0""]","[""answer_96b8c9ee""]"
8e9d538c,single-session-user,lfu,262144,5,1.0,1.0,1.0,253572,27,48,21,"[""answer_7bdcbd23"", ""ultrachat_549592"", ""3cdad629_1"", ""sharegpt_tb5H6IH_3"", ""cbf8c858""]","[""answer_7bdcbd23""]"
311778f1,single-session-user,lfu,262144,5,1.0,1.0,1.0,255453,23,52,29,"[""answer_e40b054e"", ""5db56d24_2"", ""8e6e058b_3"", ""d09360d3_1"", ""95cec590_1""]","[""answer_e40b054e""]"
c19f7a0b,single-session-user,lfu,262144,5,0.0,0.0,0.0,254511,23,46,23,"[""eb336de0_3"", ""c9292210_2"", ""0dde26d4_8"", ""ba5c403b_3"", ""0e829b8f""]","[""answer_f442ccbe""]"
4100d0a0,single-session-user,lfu,262144,5,1.0,1.0,1.0,256776,29,50,21,"[""answer_83c13ff9"", ""8d068598"", ""e2691068"", ""7fc9c056"", ""22a97fec""]","[""answer_83c13ff9""]"
29f2956b,single-session-user,lfu,262144,5,0.0,0.0,0.0,256386,26,47,21,"[""6d6ffac5"", ""c4ed2287_3"", ""2a86d0da_2"", ""d50a8a33_1"", ""46548fab_3""]","[""answer_7cc5362f""]"
1faac195,single-session-user,lfu,262144,5,0.0,0.0,0.0,253889,23,45,22,"[""d2905eb6_2"", ""9d3d54f7"", ""8064b6ca"", ""809cabca_4"", ""b2543a58_3""]","[""answer_d01949bf""]"
faba32e5,single-session-user,lfu,262144,5,1.0,1.0,1.0,258174,24,46,22,"[""answer_39b12014"", ""f0ecaea5_2"", ""770d11f5"", ""sharegpt_FNyKOSt_0"", ""f2f2a606_2""]","[""answer_39b12014""]"
f4f1d8a4,single-session-user,lfu,262144,5,1.0,1.0,1.0,257292,27,52,25,"[""answer_f5b33470"", ""3aac691d_2"", ""eb682e52_2"", ""6f051087_2"", ""ecb24dd8_1""]","[""answer_f5b33470""]"
c14c00dd,single-session-user,lfu,262144,5,0.0,0.0,0.0,247904,20,51,31,"[""c77250d2"", ""e7cc239c_4"", ""5dac7cc2_1"", ""710f4e21_2"", ""183b6085""]","[""answer_304511ce""]"
36580ce8,single-session-user,lfu,262144,5,1.0,1.0,1.0,255515,29,55,26,"[""answer_93e1bd22"", ""ultrachat_270984"", ""sharegpt_FpTfRvR_0"", ""sharegpt_cUXo8S0_0"", ""ultrachat_451944""]","[""answer_93e1bd22""]"
3d86fd0a,single-session-user,lfu,262144,5,0.0,0.0,0.0,253150,30,55,25,"[""06d1a1a0"", ""5a13d047_1"", ""cf8e352f_1"", ""1f643033_2"", ""sharegpt_d7bP5fb_0""]","[""answer_19c24c11""]"
a82c026e,single-session-user,lfu,262144,5,1.0,1.0,1.0,245422,24,47,23,"[""answer_787e6a6d"", ""3009ba66_2"", ""sharegpt_5PY5H7c_0"", ""ultrachat_549633"", ""752392bb_3""]","[""answer_787e6a6d""]"
0862e8bf_abs,single-session-user,lfu,262144,5,0.0,0.0,0.0,258921,29,52,23,"[""12cd736c"", ""sharegpt_8T6d65A_83"", ""15c03056_2"", ""sharegpt_FN5cRaf_0"", ""539778d4_2""]","[""answer_c6fd8ebd_abs""]"
15745da0_abs,single-session-user,lfu,262144,5,1.0,1.0,1.0,253160,26,50,24,"[""answer_586de428_abs"", ""375e27b9_2"", ""9b638f21_4"", ""66d120f4_2"", ""sharegpt_ooVEXje_0""]","[""answer_586de428_abs""]"
bc8a6e93_abs,single-session-user,lfu,262144,5,0.0,0.0,0.0,245314,24,47,23,"[""86fa0672_1"", ""375354d1_2"", ""sharegpt_SF6KWw1_9"", ""9c68c22f"", ""f11b88d8_2""]","[""answer_e6143162_abs""]"
19b5f2b3_abs,single-session-user,lfu,262144,5,0.0,0.0,0.0,259500,23,50,27,"[""3e59ee68_1"", ""63d78b44_2"", ""5338f8d9_1"", ""sharegpt_HoG6PBc_0"", ""f5cf8815_3""]","[""answer_5ff494b9_abs""]"
29f2956b_abs,single-session-user,lfu,262144,5,0.0,0.0,0.0,258607,29,50,21,"[""ultrachat_441324"", ""ultrachat_13007"", ""64b7d9cc_2"", ""ultrachat_414997"", ""3b8f0d9d""]","[""answer_7cc5362f_abs""]"
f4f1d8a4_abs,single-session-user,lfu,262144,5,1.0,1.0,1.0,255556,27,50,23,"[""answer_f5b33470_abs"", ""31299b8e_2"", ""f252001e"", ""afe04238_1"", ""20705ee1_2""]","[""answer_f5b33470_abs""]"
0a995998,multi-session,lfu,262144,5,1.0,1.0,1.0,259166,25,44,19,"[""answer_afa9873b_3"", ""answer_afa9873b_1"", ""85846900_2"", ""fa46a10e"", ""25091584_1""]","[""answer_afa9873b_2"", ""answer_afa9873b_3"", ""answer_afa9873b_1""]"
6d550036,multi-session,lfu,262144,5,1.0,0.0,0.0,258695,24,47,23,"[""2e4430d8_2"", ""eb682e52_2"", ""878271ae_2"", ""ultrachat_184799"", ""9764990c_4""]","[""answer_ec904b3c_1"", ""answer_ec904b3c_4"", ""answer_ec904b3c_3"", ""answer_ec904b3c_2""]"
gpt4_59c863d7,multi-session,lfu,262144,5,1.0,1.0,1.0,245589,25,47,22,"[""9ef698bc_2"", ""2f09d4c8"", ""answer_593bdffd_1"", ""ultrachat_233858"", ""answer_593bdffd_3""]","[""answer_593bdffd_4"", ""answer_593bdffd_1"", ""answer_593bdffd_3"", ""answer_593bdffd_2""]"
b5ef892d,multi-session,lfu,262144,5,1.0,1.0,1.0,247753,27,52,25,"[""ultrachat_565056"", ""answer_a8b4290f_2"", ""35dcacdc_2"", ""sharegpt_XWqXdom_0"", ""f2ccf83b""]","[""answer_a8b4290f_3"", ""answer_a8b4290f_1"", ""answer_a8b4290f_2""]"
e831120c,multi-session,lfu,262144,5,1.0,1.0,1.0,260460,27,47,20,"[""answer_86c505e7_2"", ""sharegpt_sDfu38Q_0"", ""f192beb0_2"", ""773aebbd_4"", ""8545c722""]","[""answer_86c505e7_1"", ""answer_86c505e7_2""]"
3a704032,multi-session,lfu,262144,5,0.0,0.0,0.0,259937,27,48,21,"[""014a5d36"", ""86e830d2_3"", ""ultrachat_501733"", ""aa41ac47"", ""5cfdb3bc""]","[""answer_c2204106_2"", ""answer_c2204106_3"", ""answer_c2204106_1""]"
gpt4_d84a3211,multi-session,lfu,262144,5,1.0,1.0,1.0,253934,25,48,23,"[""answer_2880eb6c_3"", ""e2b5e2cc_1"", ""4889cd54_1"", ""6acb2499"", ""51ec01a4""]","[""answer_2880eb6c_2"", ""answer_2880eb6c_4"", ""answer_2880eb6c_1"", ""answer_2880eb6c_3""]"
aae3761f,multi-session,lfu,262144,5,1.0,1.0,1.0,255313,26,47,21,"[""answer_526354c8_2"", ""b192ae00_2"", ""f2ce866d_3"", ""0e193841_10"", ""sharegpt_8I9vH7n_7""]","[""answer_526354c8_1"", ""answer_526354c8_3"", ""answer_526354c8_2""]"
gpt4_f2262a51,multi-session,lfu,262144,5,0.0,0.0,0.0,247599,25,45,20,"[""c0d6fa6f_2"", ""2aeb1268"", ""ultrachat_421897"", ""sharegpt_eoEbthf_0"", ""5fb3b5ac""]","[""answer_55a6940c_3"", ""answer_55a6940c_1"", ""answer_55a6940c_2""]"
dd2973ad,multi-session,lfu,262144,5,1.0,1.0,1.0,258070,28,49,21,"[""answer_f9de4602_2"", ""sharegpt_O6NO7Vo_9"", ""answer_f9de4602_1"", ""f2ce92b2_2"", ""e720dbe2""]","[""answer_f9de4602_2"", ""answer_f9de4602_1""]"
c4a1ceb8,multi-session,lfu,262144,5,1.0,1.0,1.0,256424,25,49,24,"[""answer_56d02cab_1"", ""ba9f938b_2"", ""40c77045"", ""cef33b28_1"", ""c6c987b7""]","[""answer_56d02cab_3"", ""answer_56d02cab_4"", ""answer_56d02cab_2"", ""answer_56d02cab_1""]"
gpt4_a56e767c,multi-session,lfu,262144,5,1.0,1.0,1.0,247747,24,48,24,"[""88c8df0e_3"", ""answer_cf9e3940_3"", ""7a819e6f_1"", ""ultrachat_2223"", ""ultrachat_299782""]","[""answer_cf9e3940_2"", ""answer_cf9e3940_1"", ""answer_cf9e3940_3""]"
6cb6f249,multi-session,lfu,262144,5,1.0,1.0,1.0,248598,20,41,21,"[""answer_a4204937_1"", ""ultrachat_404221"", ""9b6db1a9_2"", ""67620dbc_2"", ""answer_a4204937_2""]","[""answer_a4204937_2"", ""answer_a4204937_1""]"
46a3abf7,multi-session,lfu,262144,5,1.0,1.0,1.0,254510,26,50,24,"[""be133e38_1"", ""28eb86ab"", ""ultrachat_234796"", ""8acfa731"", ""answer_c65042d7_1""]","[""answer_c65042d7_3"", ""answer_c65042d7_2"", ""answer_c65042d7_1""]"
36b9f61e,multi-session,lfu,262144,5,1.0,1.0,1.0,260612,24,47,23,"[""answer_ef74281f_3"", ""e05baf83_2"", ""5829ab38"", ""fd6f60f0_3"", ""d6f5639a_1""]","[""answer_ef74281f_2"", ""answer_ef74281f_1"", ""answer_ef74281f_3""]"
28dc39ac,multi-session,lfu,262144,5,1.0,1.0,1.0,249001,18,38,20,"[""answer_8d015d9d_1"", ""6ccadc2b"", ""a7cd1c0f_1"", ""69306993_2"", ""answer_8d015d9d_4""]","[""answer_8d015d9d_3"", ""answer_8d015d9d_5"", ""answer_8d015d9d_2"", ""answer_8d015d9d_4"", ""answer_8d015d9d_1""]"
gpt4_2f8be40d,multi-session,lfu,262144,5,1.0,1.0,1.0,257088,23,46,23,"[""answer_e7b0637e_3"", ""sharegpt_L64rHOA_0"", ""acda6a4e_4"", ""cb1f962f_4"", ""81b971b8_2""]","[""answer_e7b0637e_2"", ""answer_e7b0637e_1"", ""answer_e7b0637e_3""]"
2e6d26dc,multi-session,lfu,262144,5,1.0,0.0,0.0,256078,25,54,29,"[""sharegpt_vXNQZ2I_0"", ""ultrachat_541982"", ""ultrachat_549356"", ""29695e1c_1"", ""sharegpt_Wt2YDZs_35""]","[""answer_fa526fc0_4"", ""answer_fa526fc0_3"", ""answer_fa526fc0_1"", ""answer_fa526fc0_2""]"
gpt4_15e38248,multi-session,lfu,262144,5,1.0,1.0,1.0,255936,23,46,23,"[""answer_8858d9dc_2"", ""answer_8858d9dc_4"", ""sharegpt_mm9tc5g_0"", ""ec616e7e_5"", ""c9763bff""]","[""answer_8858d9dc_3"", ""answer_8858d9dc_1"", ""answer_8858d9dc_4"", ""answer_8858d9dc_2""]"
88432d0a,multi-session,lfu,262144,5,1.0,1.0,1.0,260944,23,45,22,"[""1c8832b4_2"", ""answer_733e443a_2"", ""c9d35c00_2"", ""ca0553dd_1"", ""ultrachat_351103""]","[""answer_733e443a_3"", ""answer_733e443a_4"", ""answer_733e443a_2"", ""answer_733e443a_1""]"
80ec1f4f,multi-session,lfu,262144,5,1.0,1.0,1.0,249568,22,46,24,"[""answer_990c8992_2"", ""answer_990c8992_3"", ""answer_990c8992_1"", ""f6ce25ef"", ""d935c3b7""]","[""answer_990c8992_2"", ""answer_990c8992_1"", ""answer_990c8992_3""]"
d23cf73b,multi-session,lfu,262144,5,1.0,1.0,1.0,255767,27,51,23,"[""answer_5a0d28f8_2"", ""answer_5a0d28f8_1"", ""answer_5a0d28f8_3"", ""be0962fb_1"", ""ea909af1""]","[""answer_5a0d28f8_4"", ""answer_5a0d28f8_2"", ""answer_5a0d28f8_3"", ""answer_5a0d28f8_1""]"
gpt4_7fce9456,multi-session,lfu,262144,5,1.0,1.0,1.0,255797,20,44,24,"[""answer_a679a86a_1"", ""answer_a679a86a_4"", ""1da409cd_1"", ""answer_a679a86a_3"", ""e7497c07_1""]","[""answer_a679a86a_5"", ""answer_a679a86a_4"", ""answer_a679a86a_2"", ""answer_a679a86a_3"", ""answer_a679a86a_1""]"
d682f1a2,multi-session,lfu,262144,5,1.0,1.0,1.0,259943,26,47,21,"[""answer_c008e5df_3"", ""sharegpt_E7VUcfj_0"", ""d7f9742a_2"", ""58335f60_2"", ""answer_c008e5df_2""]","[""answer_c008e5df_1"", ""answer_c008e5df_2"", ""answer_c008e5df_3""]"
7024f17c,multi-session,lfu,262144,5,1.0,1.0,1.0,257125,24,47,23,"[""3c12ff0c"", ""sharegpt_rshCiS5_1"", ""answer_a21f3697_3"", ""b4f28f96_1"", ""b7f69a7d_1""]","[""answer_a21f3697_1"", ""answer_a21f3697_2"", ""answer_a21f3697_3""]"
gpt4_5501fe77,multi-session,lfu,262144,5,1.0,1.0,1.0,255841,24,45,21,"[""answer_203bf3fa_3"", ""answer_203bf3fa_1"", ""7a2c618c_1"", ""answer_203bf3fa_2"", ""656ed034""]","[""answer_203bf3fa_1"", ""answer_203bf3fa_3"", ""answer_203bf3fa_2""]"
gpt4_2ba83207,multi-session,lfu,262144,5,1.0,1.0,1.0,252505,26,53,27,"[""answer_6a3b5c13_1"", ""answer_6a3b5c13_4"", ""answer_6a3b5c13_2"", ""answer_6a3b5c13_3"", ""ultrachat_385963""]","[""answer_6a3b5c13_3"", ""answer_6a3b5c13_1"", ""answer_6a3b5c13_2"", ""answer_6a3b5c13_4""]"
2318644b,multi-session,lfu,262144,5,1.0,1.0,1.0,259262,21,41,20,"[""6ec23dc5_1"", ""answer_eaa8e3ef_2"", ""69306993_2"", ""920f808b"", ""fcae5c39_2""]","[""answer_eaa8e3ef_1"", ""answer_eaa8e3ef_2""]"
2ce6a0f2,multi-session,lfu,262144,5,1.0,1.0,1.0,257852,23,47,24,"[""answer_901a6763_4"", ""c1634164_2"", ""ultrachat_355740"", ""ultrachat_192754"", ""9a297400_2""]","[""answer_901a6763_2"", ""answer_901a6763_4"", ""answer_901a6763_1"", ""answer_901a6763_3""]"
gpt4_d12ceb0e,multi-session,lfu,262144,5,1.0,1.0,1.0,258175,25,45,20,"[""2f23dd1a"", ""2fe5510e_3"", ""answer_2504635e_1"", ""a1166ecc_3"", ""85a1c17b_1""]","[""answer_2504635e_3"", ""answer_2504635e_2"", ""answer_2504635e_1""]"
00ca467f,multi-session,lfu,262144,5,1.0,1.0,1.0,256880,22,47,25,"[""answer_39900a0a_1"", ""4a5ee697_1"", ""10857212_2"", ""6395ae23_1"", ""8d1f9505""]","[""answer_39900a0a_3"", ""answer_39900a0a_2"", ""answer_39900a0a_1""]"
b3c15d39,multi-session,lfu,262144,5,1.0,1.0,1.0,251176,29,51,22,"[""answer_05d808e6_2"", ""3a888fd6"", ""78c9a68b_1"", ""a16a4158"", ""5d4ff8db_1""]","[""answer_05d808e6_1"", ""answer_05d808e6_2""]"
gpt4_31ff4165,multi-session,lfu,262144,5,1.0,1.0,1.0,261212,21,42,21,"[""answer_02b63d04_3"", ""5cc9e1ed_3"", ""answer_02b63d04_4"", ""6aa87dc3"", ""fd29aa98_1""]","[""answer_02b63d04_1"", ""answer_02b63d04_5"", ""answer_02b63d04_2"", ""answer_02b63d04_3"", ""answer_02b63d04_4""]"
eeda8a6d,multi-session,lfu,262144,5,1.0,1.0,1.0,260417,26,49,23,"[""sharegpt_PTZ2ime_0"", ""45fa8f75"", ""ea67b29e_1"", ""answer_3e5fea0e_2"", ""cf7aad73_3""]","[""answer_3e5fea0e_1"", ""answer_3e5fea0e_2""]"
