question_id,question_type,policy,budget_bytes,k,gold_retained,hit_at_k,hit_at_k_given_retained,used_bytes_end,n_items_retained,ingested,evictions,retrieved_session_ids,gold_session_ids
66f24dbb,single-session-user,lru,81920,5,0.0,0.0,0.0,72305,8,50,42,"[""ultrachat_59420"", ""b6858c2a_2"", ""ultrachat_428656"", ""sharegpt_BvuMJIh_0"", ""sharegpt_ZcfatzD_0""]","[""answer_fea2e4d3""]"
ad7109d1,single-session-user,lru,81920,5,0.0,0.0,0.0,73552,8,44,36,"[""ultrachat_74974"", ""22aa7cca_3"", ""ultrachat_50497"", ""d0c1453b_2"", ""ultrachat_554233""]","[""answer_679840f8""]"
af8d2e46,single-session-user,lru,81920,5,1.0,1.0,1.0,74904,7,50,43,"[""answer_82a04f59"", ""266d604c"", ""bdd64321"", ""deb12028_4"", ""ultrachat_328044""]","[""answer_82a04f59""]"
dccbc061,single-session-user,lru,81920,5,0.0,0.0,0.0,76455,9,49,40,"[""657ab20c_1"", ""53022099_3"", ""d1f30ac6_1"", ""ultrachat_343"", ""3cdad629_4""]","[""answer_8f276838""]"
c8c3f81d,single-session-user,lru,81920,5,1.0,1.0,1.0,76507,6,52,46,"[""answer_761acef8"", ""2b16f3d6_1"", ""9bec5593_1"", ""ultrachat_429358"", ""610299eb_1""]","[""answer_761acef8""]"
8ebdbe50,single-session-user,lru,81920,5,0.0,0.0,0.0,71679,7,48,41,"[""0908f614"", ""407dd888"", ""d87ea945"", ""sharegpt_mWFmQxk_36"", ""ultrachat_208651""]","[""answer_8ad8a34f""]"
6b168ec8,single-session-user,lru,81920,5,0.0,0.0,0.0,67403,5,50,45,"[""49b78a55_2"", ""fb2368b8_3"", ""dded1725_3"", ""afffd8ec_3"", ""ultrachat_512770""]","[""answer_e623ae87""]"
75499fd8,single-session-user,lru,81920,5,0.0,0.0,0.0,78383,8,52,44,"[""990b60df_1"", ""sharegpt_7jNclxT_13"", ""7d054e90_2"", ""sharegpt_yPCVYhX_0"", ""sharegpt_u1AM5RT_273""]","[""answer_723bf11f""]"
21436231,single-session-user,lru,81920,5,0.0,0.0,0.0,81234,8,50,42,"[""0d0a89dc_1"", ""d0785ee9_1"", ""a3118ef0_1"", ""ultrachat_172276"", ""9b820206""]","[""answer_1e6d4567""]"
95bcc1c8,single-session-user,lru,81920,5,0.0,0.0,0.0,63352,5,46,41,"[""1c1f5ccc_2"", ""e84415e5"", ""37b1051a_2"", ""27d9e492_2"", ""sharegpt_hRba933_47""]","[""answer_cb742a61""]"
0862e8bf,single-session-user,lru,81920,5,0.0,0.0,0.0,76760,6,50,44,"[""2442d5b9"", ""10541a2c_1"", ""sharegpt_WhKs0Le_0"", ""ultrachat_88749"", ""97cddf70_5""]","[""answer_c6fd8ebd""]"
853b0a1d,single-session-user,lru,81920,5,0.0,0.0,0.0,72149,9,52,43,"[""6cf1848e_2"", ""ultrachat_454425"", ""sharegpt_vHatqNp_15"", ""ultrachat_566425"", ""ultrachat_449245""]","[""answer_69811d4a""]"
a06e4cfe,single-session-user,lru,81920,5,0.0,0.0,0.0,75587,8,53,45,"[""9de2c795"", ""2345468a"", ""6dfb33f1_1"", ""sharegpt_e1JmYDm_0"", ""3c2e6725""]","[""answer_6fe9fb49""]"
37d43f65,single-session-user,lru,81920,5,0.0,0.0,0.0,78249,9,49,40,"[""1cafd864_3"", ""ultrachat_170146"", ""sharegpt_afbMhMS_45"", ""782c0f84"", ""9d2a37e0""]","[""answer_55161935""]"
b86304ba,single-session-user,lru,81920,5,1.0,1.0,1.0,76494,7,41,34,"[""answer_645b0329"", ""65f3c006_1"", ""97e6d559_2"", ""sharegpt_AFGmiGL_0"", ""e77ef495_1""]","[""answer_645b0329""]"
d52b4f67,single-session-user,lru,81920,5,1.0,1.0,1.0,81176,9,52,43,"[""answer_0df6aa4b"", ""f999b05b_5"", ""cd1f21d0_3"", ""da1797c4_1"", ""ultrachat_127631""]","[""answer_0df6aa4b""]"
25e5aa4f,single-session-user,lru,81920,5,0.0,0.0,0.0,77457,7,45,38,"[""48f804a3"", ""18807892_4"", ""2769b367_3"", ""sharegpt_SwdaeDm_15"", ""d22ef93f""]","[""answer_986de8c3""]"
caf9ead2,single-session-user,lru,81920,5,0.0,0.0,0.0,78916,9,43,34,"[""sharegpt_3D3oQC0_213"", ""ultrachat_495546"", ""fc167d00"", ""ultrachat_532107"", ""sharegpt_PmlBrnm_0""]","[""answer_0714183a""]"
8550ddae,single-session-user,lru,81920,5,0.0,0.0,0.0,73058,7,42,35,"[""4f234e2c"", ""8ec23b2c"", ""d59a335d"", ""ultrachat_193868"", ""0cf7bfdb_2""]","[""answer_c8354ae9""]"
60d45044,single-session-user,lru,81920,5,0.0,0.0,0.0,71586,7,51,44,"[""fec059c5"", ""9b1d5656_2"", ""sharegpt_BFODaKW_0"", ""sharegpt_SxpAlwx_50"", ""ultrachat_78581""]","[""answer_9cddca88""]"
3f1e9474,single-session-user,lru,81920,5,0.0,0.0,0.0,81491,9,52,43,"[""205f348b_2"", ""cdf068b1_1"", ""954d4451_2"", ""sharegpt_wWUI4SO_7"", ""afec1061_1""]","[""answer_57fc1954""]"
86b68151,single-session-user,lru,81920,5,0.0,0.0,0.0,75264,6,47,41,"[""5ace87df_1"", ""ultrachat_121159"", ""3d72c0c0"", ""sharegpt_rnL5VQO_0"", ""b3de3ef1""]","[""answer_dc11c1eb""]"
577d4d32,single-session-user,lru,81920,5,1.0,1.0,1.0,78959,6,46,40,"[""answer_0dd4d99a"", ""ultrachat_125084"", ""92a6a6f7_2"", ""3dda0fb5_3"", ""b960cbd3""]","[""answer_0dd4d99a""]"
ec81a493,single-session-user,lru,81920,5,0.0,0.0,0.0,71200,6,51,45,"[""90fea364_3"", ""0ba46bdc_3"", ""d22a462a_2"", ""4253b18c_1"", ""sharegpt_KUXG6gY_40""]","[""answer_ed1982fc""]"
15745da0,single-session-user,lru,81920,5,0.0,0.0,0.0,72634,6,47,41,"[""a4f22269"", ""sharegpt_jnrxuVu_0"", ""1c662b7b_1"", ""sharegpt_f28uI6i_0"", ""39948bcf_5""]","[""answer_586de428""]"
e01b8e2f,single-session-user,lru,81920,5,0.0,0.0,0.0,79261,7,53,46,"[""97338ddd_1"", ""963e896f_2"", ""b2543a58_3"", ""3392c0c7"", ""3e43bf49_1""]","[""answer_5ca6cd28""]"
bc8a6e93,single-session-user,lru,81920,5,0.0,0.0,0.0,66084,6,48,42,"[""a1b3dd27_1"", ""05594106_1"", ""sharegpt_Jv9Cdtr_0"", ""ultrachat_378089"", ""ultrachat_453950""]","[""answer_e6143162""]"
ccb36322,single-session-user,lru,81920,5,0.0,0.0,0.0,81603,8,46,38,"[""ultrachat_395168"", ""aba72bdf"", ""56555c52_2"", ""ultrachat_359244"", ""ultrachat_367985""]","[""answer_f1fbb330""]"
001be529,single-session-user,lru,81920,5,0.0,0.0,0.0,77346,8,51,43,"[""84648e61_2"", ""ultrachat_278930"", ""c2ab12bc_1"", ""sharegpt_MtrF4Lm_0"", ""2c1537ff""]","[""answer_530960c1""]"
b320f3f8,single-session-user,lru,81920,5,1.0,1.0,1.0,80242,7,46,39,"[""answer_5cc9b056"", ""aae4411b_2"", ""ultrachat_29288"", ""ultrachat_5758"", ""sharegpt_mvtmr4e_19""]","[""answer_5cc9b056""]"
19b5f2b3,single-session-user,lru,81920,5,0.0,0.0,0.0,67835,5,43,38,"[""ultrachat_138083"", ""b951f8c6_2"", ""fbe6fa2c_1"", ""b65f51fb_5"", ""bb27df5e_3""]","[""answer_5ff494b9""]"
4fd1909e,single-session-user,lru,81920,5,0.0,0.0,0.0,80837,8,55,47,"[""502b6b52_2"", ""ultrachat_186237"", ""dedfc119_1"", ""65bc93cf_7"", ""sharegpt_j7ovzdY_0""]","[""answer_2952aee4""]"
545bd2b5,single-session-user,lru,81920,5,0.0,0.0,0.0,73880,8,44,36,"[""a79f1a04_1"", ""fd18c316"", ""sharegpt_MYN3Ghe_0"", ""3478979b"", ""sharegpt_nuYnG53_0""]","[""answer_47ffab4c""]"
8a137a7f,single-session-user,lru,81920,5,0.0,0.0,0.0,80293,6,51,45,"[""683fdb17"", ""ac583170_2"", ""e05e4612"", ""sharegpt_StUzdLK_117"", ""7738b24b""]","[""answer_15d63a22""]"
76d63226,single-session-user,lru,81920,5,0.0,0.0,0.0,76902,10,48,38,"[""cb289226_1"", ""sharegpt_79vV0aT_377"", ""50136b31"", ""aeb58d86_4"", ""ultrachat_66203""]","[""answer_bbdc7b0a""]"
86f00804,single-session-user,lru,81920,5,0.0,0.0,0.0,75735,7,43,36,"[""sharegpt_K3jwzdd_0"", ""sharegpt_PQ71V9I_7"", ""sharegpt_E0YL5SX_39"", ""d0091194"", ""cf9010c2_1""]","[""answer_96b8c9ee""]"
8e9d538c,single-session-user,lru,81920,5,0.0,0.0,0.0,80194,10,48,38,"[""ultrachat_549592"", ""1afd59b4"", ""ultrachat_26072"", ""ultrachat_419107"", ""ultrachat_75229""]","[""answer_7bdcbd23""]"
311778f1,single-session-user,lru,81920,5,0.0,0.0,0.0,71841,7,52,45,"[""27fb983c_2"", ""ultrachat_256989"", ""63daca23"", ""sharegpt_6YxNrGP_57"", ""ultrachat_465583""]","[""answer_e40b054e""]"
c19f7a0b,single-session-user,lru,81920,5,0.0,0.0,0.0,74523,7,46,39,"[""c9292210_2"", ""a35679d5_3"", ""195c8fe6_3"", ""1e739aef"", ""ultrachat_80803""]","[""answer_f442ccbe""]"
4100d0a0,single-session-user,lru,81920,5,1.0,1.0,1.0,74161,6,50,44,"[""answer_83c13ff9"", ""e2691068"", ""7fc9c056"", ""ultrachat_402356"", ""ultrachat_215071""]","[""answer_83c13ff9""]"
29f2956b,single-session-user,lru,81920,5,0.0,0.0,0.0,73697,7,47,40,"[""6d6ffac5"", ""f651c759"", ""eb0d8dc1_5"", ""ultrachat_116760"", ""90f7041a_3""]","[""answer_7cc5362f""]"
1faac195,single-session-user,lru,81920,5,0.0,0.0,0.0,74960,7,45,38,"[""d2905eb6_2"", ""8064b6ca"", ""06fe8cfb_2"", ""75f97838_1"", ""sharegpt_9UDeCis_0""]","[""answer_d01949bf""]"
faba32e5,single-session-user,lru,81920,5,0.0,0.0,0.0,78156,7,46,39,"[""f0ecaea5_2"", ""770d11f5"", ""ultrachat_73163"", ""sharegpt_gmOSkOC_0"", ""b94200c5_2""]","[""answer_39b12014""]"
f4f1d8a4,single-session-user,lru,81920,5,1.0,1.0,1.0,77388,11,52,41,"[""answer_f5b33470"", ""3aac691d_2"", ""b36d12d3"", ""sharegpt_b9zLyT6_0"", ""ultrachat_39278""]","[""answer_f5b33470""]"
c14c00dd,single-session-user,lru,81920,5,0.0,0.0,0.0,73758,6,51,45,"[""e7cc239c_4"", ""ultrachat_92362"", ""ultrachat_132592"", ""097cefd0_2"", ""e2cb1647""]","[""answer_304511ce""]"
36580ce8,single-session-user,lru,81920,5,1.0,1.0,1.0,80211,9,55,46,"[""answer_93e1bd22"", ""sharegpt_cUXo8S0_0"", ""sharegpt_WmCiERa_25"", ""ultrachat_28133"", ""7b1a2831""]","[""answer_93e1bd22""]"
3d86fd0a,single-session-user,lru,81920,5,0.0,0.0,0.0,78204,11,55,44,"[""06d1a1a0"", ""sharegpt_ljriyZ5_34"", ""8c9bc932_1"", ""sharegpt_4L5LmyO_3"", ""sharegpt_oVpLO2c_2""]","[""answer_19c24c11""]"
a82c026e,single-session-user,lru,81920,5,0.0,0.0,0.0,80656,7,47,40,"[""sharegpt_5PY5H7c_0"", ""ultrachat_549633"", ""752392bb_3"", ""d49c8d20_2"", ""4774287c_2""]","[""answer_787e6a6d""]"
0862e8bf_abs,single-session-user,lru,81920,5,0.0,0.0,0.0,75186,9,52,43,"[""12cd736c"", ""sharegpt_8T6d65A_83"", ""15c03056_2"", ""sharegpt_FN5cRaf_0"", ""539778d4_2""]","[""answer_c6fd8ebd_abs""]"
15745da0_abs,single-session-user,lru,81920,5,0.0,0.0,0.0,79836,8,50,42,"[""375e27b9_2"", ""sharegpt_uGnQJQx_0"", ""7e043b5d"", ""5e0e1fd8_3"", ""sharegpt_uWIv8BW_0""]","[""answer_586de428_abs""]"
bc8a6e93_abs,single-session-user,lru,81920,5,0.0,0.0,0.0,68538,7,47,40,"[""f11b88d8_2"", ""12418807"", ""59c5f97e"", ""ultrachat_149374"", ""sharegpt_9qAGH5s_0""]","[""answer_e6143162_abs""]"
19b5f2b3_abs,single-session-user,lru,81920,5,0.0,0.0,0.0,75075,8,50,42,"[""sharegpt_HoG6PBc_0"", ""f5cf8815_3"", ""9f8fa5e4_2"", ""sharegpt_bvLUGdm_0"", ""45c29267""]","[""answer_5ff494b9_abs""]"
29f2956b_abs,single-session-user,lru,81920,5,0.0,0.0,0.0,66360,6,50,44,"[""ultrachat_414997"", ""a1c0eec0_1"", ""sharegpt_9BZPiIA_0"", ""ee75cdb9_6"", ""ultrachat_293961""]","[""answer_7cc5362f_abs""]"
f4f1d8a4_abs,single-session-user,lru,81920,5,0.0,0.0,0.0,68332,6,50,44,"[""31299b8e_2"", ""f252001e"", ""067bbe0b"", ""9b4f5c73"", ""sharegpt_Rwql31f_62""]","[""answer_f5b33470_abs""]"
0a995998,multi-session,lru,81920,5,0.0,0.0,0.0,75641,8,44,36,"[""sharegpt_igR6Bmm_0"", ""45823393_2"", ""ultrachat_335729"", ""sharegpt_72qIaGg_12"", ""ultrachat_124952""]","[""answer_afa9873b_2"", ""answer_afa9873b_3"", ""answer_afa9873b_1""]"
6d550036,multi-session,lru,81920,5,0.0,0.0,0.0,71167,5,47,42,"[""eb682e52_2"", ""878271ae_2"", ""9764990c_4"", ""sharegpt_oXgiN7q_53"", ""a51d15cd_3""]","[""answer_ec904b3c_1"", ""answer_ec904b3c_4"", ""answer_ec904b3c_3"", ""answer_ec904b3c_2""]"
gpt4_59c863d7,multi-session,lru,81920,5,1.0,1.0,1.0,80114,9,47,38,"[""answer_593bdffd_3"", ""ultrachat_325246"", ""sharegpt_MNdE67E_17"", ""ultrachat_375508"", ""answer_593bdffd_2""]","[""answer_593bdffd_4"", ""answer_593bdffd_1"", ""answer_593bdffd_3"", ""answer_593bdffd_2""]"
b5ef892d,multi-session,lru,81920,5,0.0,0.0,0.0,79017,8,52,44,"[""ultrachat_565056"", ""ultrachat_212029"", ""7294438c"", ""12cff183_1"", ""ultrachat_509285""]","[""answer_a8b4290f_3"", ""answer_a8b4290f_1"", ""answer_a8b4290f_2""]"
e831120c,multi-session,lru,81920,5,0.0,0.0,0.0,76011,8,47,39,"[""f192beb0_2"", ""e9e19917_2"", ""sharegpt_CK9naiz_63"", ""9274be90_2"", ""sharegpt_kWqB7ul_19""]","[""answer_86c505e7_1"", ""answer_86c505e7_2""]"
3a704032,multi-session,lru,81920,5,0.0,0.0,0.0,81493,7,48,41,"[""014a5d36"", ""86e830d2_3"", ""ultrachat_501733"", ""aa41ac47"", ""be24e3db_2""]","[""answer_c2204106_2"", ""answer_c2204106_3"", ""answer_c2204106_1""]"
gpt4_d84a3211,multi-session,lru,81920,5,1.0,1.0,1.0,78274,8,48,40,"[""answer_2880eb6c_3"", ""4889cd54_1"", ""6acb2499"", ""13c55c69_1"", ""sharegpt_qHNCIfF_0""]","[""answer_2880eb6c_2"", ""answer_2880eb6c_4"", ""answer_2880eb6c_1"", ""answer_2880eb6c_3""]"
aae3761f,multi-session,lru,81920,5,0.0,0.0,0.0,78497,9,47,38,"[""f2ce866d_3"", ""sharegpt_8I9vH7n_7"", ""ultrachat_266173"", ""41e778e4_1"", ""6c68d9b4_1""]","[""answer_526354c8_1"", ""answer_526354c8_3"", ""answer_526354c8_2""]"
gpt4_f2262a51,multi-session,lru,81920,5,0.0,0.0,0.0,76308,7,45,38,"[""2aeb1268"", ""ultrachat_139167"", ""sharegpt_ab6IEma_0"", ""8db0ab95_2"", ""7f5bd613_1""]","[""answer_55a6940c_3"", ""answer_55a6940c_1"", ""answer_55a6940c_2""]"
dd2973ad,multi-session,lru,81920,5,1.0,1.0,1.0,75828,8,49,41,"[""answer_f9de4602_1"", ""f2ce92b2_2"", ""ultrachat_23269"", ""266ba230"", ""ultrachat_567751""]","[""answer_f9de4602_2"", ""answer_f9de4602_1""]"
c4a1ceb8,multi-session,lru,81920,5,1.0,1.0,1.0,67422,6,49,43,"[""answer_56d02cab_1"", ""ba9f938b_2"", ""6d6ffac5"", ""1dc2b670_2"", ""ultrachat_258332""]","[""answer_56d02cab_3"", ""answer_56d02cab_4"", ""answer_56d02cab_2"", ""answer_56d02cab_1""]"
gpt4_a56e767c,multi-session,lru,81920,5,0.0,0.0,0.0,77844,8,48,40,"[""ultrachat_2223"", ""ultrachat_299782"", ""d175e4c6"", ""32da578d_2"", ""e1616c77""]","[""answer_cf9e3940_2"", ""answer_cf9e3940_1"", ""answer_cf9e3940_3""]"
6cb6f249,multi-session,lru,81920,5,0.0,0.0,0.0,79600,7,41,34,"[""9b6db1a9_2"", ""ultrachat_374192"", ""sharegpt_O97C4Pd_11"", ""79bb1298_2"", ""91223fd5_1""]","[""answer_a4204937_2"", ""answer_a4204937_1""]"
46a3abf7,multi-session,lru,81920,5,0.0,0.0,0.0,72168,6,50,44,"[""28eb86ab"", ""ultrachat_234796"", ""f0aefff8"", ""c37d1365_1"", ""d9727262_5""]","[""answer_c65042d7_3"", ""answer_c65042d7_2"", ""answer_c65042d7_1""]"
36b9f61e,multi-session,lru,81920,5,0.0,0.0,0.0,80282,6,47,41,"[""e05baf83_2"", ""d6f5639a_1"", ""e419b7c3_3"", ""5ace87df_2"", ""ultrachat_331032""]","[""answer_ef74281f_2"", ""answer_ef74281f_1"", ""answer_ef74281f_3""]"
28dc39ac,multi-session,lru,81920,5,0.0,0.0,0.0,81323,6,38,32,"[""6ccadc2b"", ""2aa01951_2"", ""bfa499f7"", ""643434fd_3"", ""c6bb96ce_6""]","[""answer_8d015d9d_3"", ""answer_8d015d9d_5"", ""answer_8d015d9d_2"", ""answer_8d015d9d_4"", ""answer_8d015d9d_1""]"
gpt4_2f8be40d,multi-session,lru,81920,5,1.0,1.0,1.0,72534,6,46,40,"[""answer_e7b0637e_3"", ""a1f67b3b"", ""ultrachat_165123"", ""691919e5_4"", ""a3332b4c_2""]","[""answer_e7b0637e_2"", ""answer_e7b0637e_1"", ""answer_e7b0637e_3""]"
2e6d26dc,multi-session,lru,81920,5,0.0,0.0,0.0,81022,8,54,46,"[""sharegpt_vXNQZ2I_0"", ""sharegpt_Wt2YDZs_35"", ""ultrachat_435802"", ""ultrachat_7697"", ""sharegpt_fPcL10k_0""]","[""answer_fa526fc0_4"", ""answer_fa526fc0_3"", ""answer_fa526fc0_1"", ""answer_fa526fc0_2""]"
gpt4_15e38248,multi-session,lru,81920,5,1.0,1.0,1.0,74127,6,46,40,"[""answer_8858d9dc_2"", ""ec616e7e_5"", ""13947b64_2"", ""18807892_1"", ""e697b2dd_4""]","[""answer_8858d9dc_3"", ""answer_8858d9dc_1"", ""answer_8858d9dc_4"", ""answer_8858d9dc_2""]"
88432d0a,multi-session,lru,81920,5,1.0,0.0,0.0,73607,7,45,38,"[""1c8832b4_2"", ""bb2180e9_1"", ""5392fe9f"", ""4b9ed528_1"", ""sharegpt_tESxx1y_0""]","[""answer_733e443a_3"", ""answer_733e443a_4"", ""answer_733e443a_2"", ""answer_733e443a_1""]"
80ec1f4f,multi-session,lru,81920,5,0.0,0.0,0.0,74033,6,46,40,"[""f6ce25ef"", ""78c80155_2"", ""b6018747_3"", ""ultrachat_497987"", ""sharegpt_kuKUlbo_0""]","[""answer_990c8992_2"", ""answer_990c8992_1"", ""answer_990c8992_3""]"
d23cf73b,multi-session,lru,81920,5,1.0,1.0,1.0,70741,7,51,43,"[""answer_5a0d28f8_1"", ""be0962fb_1"", ""9e21d6ab_2"", ""ultrachat_398916"", ""sharegpt_uyFzCrM_4""]","[""answer_5a0d28f8_4"", ""answer_5a0d28f8_2"", ""answer_5a0d28f8_3"", ""answer_5a0d28f8_1""]"
gpt4_7fce9456,multi-session,lru,81920,5,1.0,1.0,1.0,75975,6,44,38,"[""answer_a679a86a_1"", ""1da409cd_1"", ""e7497c07_1"", ""67154fb2_1"", ""76707a65_1""]","[""answer_a679a86a_5"", ""answer_a679a86a_4"", ""answer_a679a86a_2"", ""answer_a679a86a_3"", ""answer_a679a86a_1""]"
d682f1a2,multi-session,lru,81920,5,1.0,1.0,1.0,72512,7,47,40,"[""answer_c008e5df_3"", ""d7f9742a_2"", ""6e2cca63_8"", ""ultrachat_282701"", ""ultrachat_352012""]","[""answer_c008e5df_1"", ""answer_c008e5df_2"", ""answer_c008e5df_3""]"
7024f17c,multi-session,lru,81920,5,0.0,0.0,0.0,68836,6,47,41,"[""3c12ff0c"", ""ultrachat_156121"", ""79326902_2"", ""ultrachat_115552"", ""b5ef63be_2""]","[""answer_a21f3697_1"", ""answer_a21f3697_2"", ""answer_a21f3697_3""]"
gpt4_5501fe77,multi-session,lru,81920,5,1.0,1.0,1.0,70191,5,45,40,"[""7a2c618c_1"", ""answer_203bf3fa_2"", ""656ed034"", ""ultrachat_117579"", ""sharegpt_p6qSBCh_0""]","[""answer_203bf3fa_1"", ""answer_203bf3fa_3"", ""answer_203bf3fa_2""]"
gpt4_2ba83207,multi-session,lru,81920,5,1.0,1.0,1.0,80843,8,53,45,"[""answer_6a3b5c13_4"", ""ultrachat_385963"", ""58d66fec"", ""e40c7fd3_3"", ""ea336da0""]","[""answer_6a3b5c13_3"", ""answer_6a3b5c13_1"", ""answer_6a3b5c13_2"", ""answer_6a3b5c13_4""]"
2318644b,multi-session,lru,81920,5,0.0,0.0,0.0,68985,6,41,35,"[""69306993_2"", ""920f808b"", ""sharegpt_11WxPMZ_0"", ""ultrachat_66041"", ""0b8a4a9d_1""]","[""answer_eaa8e3ef_1"", ""answer_eaa8e3ef_2""]"
2ce6a0f2,multi-session,lru,81920,5,0.0,0.0,0.0,76469,6,47,41,"[""ultrachat_192754"", ""9a297400_2"", ""ultrachat_506245"", ""575bdd6b"", ""c6eb39fd""]","[""answer_901a6763_2"", ""answer_901a6763_4"", ""answer_901a6763_1"", ""answer_901a6763_3""]"
gpt4_d12ceb0e,multi-session,lru,81920,5,0.0,0.0,0.0,70275,8,45,37,"[""2f23dd1a"", ""a1166ecc_3"", ""85a1c17b_1"", ""ultrachat_135062"", ""ultrachat_136451""]","[""answer_2504635e_3"", ""answer_2504635e_2"", ""answer_2504635e_1""]"
00ca467f,multi-session,lru,81920,5,0.0,0.0,0.0,78882,6,47,41,"[""4a5ee697_1"", ""4bd257c0"", ""36828c66_1"", ""7d1de770_2"", ""ultrachat_148591""]","[""answer_39900a0a_3"", ""answer_39900a0a_2"", ""answer_39900a0a_1""]"
b3c15d39,multi-session,lru,81920,5,0.0,0.0,0.0,70386,6,51,45,"[""3a888fd6"", ""78c9a68b_1"", ""bd00a24d_2"", ""8d25b813_1"", ""sharegpt_H4fpIsr_9""]","[""answer_05d808e6_1"", ""answer_05d808e6_2""]"
gpt4_31ff4165,multi-session,lru,81920,5,1.0,1.0,1.0,77351,6,42,36,"[""5cc9e1ed_3"", ""answer_02b63d04_4"", ""6aa87dc3"", ""63f8f5a8"", ""sharegpt_pyK55Br_11""]","[""answer_02b63d04_1"", ""answer_02b63d04_5"", ""answer_02b63d04_2"", ""answer_02b63d04_3"", ""answer_02b63d04_4""]"
eeda8a6d,multi-session,lru,81920,5,0.0,0.0,0.0,76536,10,49,39,"[""45fa8f75"", ""ea67b29e_1"", ""be6eb800"", ""sharegpt_kRkQrRx_0"", ""ultrachat_59413""]","[""answer_3e5fea0e_1"", ""answer_3e5fea0e_2""]"
